FLUKE 289,  V1.16,  40810170

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Start Time,Stop Time,Elapsed Time,Interval,Total readings,Intervals,Input Events,Session Name
12/1/2025 12:16:21 PM,12/2/2025 4:45:15 PM,28:28:54,0:00:26,12388,3944,8853,Motor 2
Max Time,Max,Average,Min,Min Time,Scaling,
12/1/2025 12:19:27 PM,8.855 V DC,4.6733 V DC,0.0203 V DC,12/1/2025 12:16:21 PM,(none)

Reading,Sample,Start Time,Duration,Max Time,Max,Average,Min Time,Min,Description,Stop Time
3428,7.989 V DC,12/1/2025 16:06:10.4,0:00:01.3,12/1/2025 16:06:11.2,7.997 V DC,7.986 V DC,12/1/2025 16:06:11.5,7.964 V DC,Stable,12/1/2025 16:06:11.7
3429,6.060 V DC,12/1/2025 16:06:11.7,0:00:06.3,12/1/2025 16:06:12.3,7.903 V DC,6.873 V DC,12/1/2025 16:06:17.3,5.278 V DC,Unstable,12/1/2025 16:06:18.1
3430,7.861 V DC,12/1/2025 16:06:18.1,0:00:02.2,12/1/2025 16:06:20.1,7.924 V DC,7.866 V DC,12/1/2025 16:06:18.5,7.780 V DC,Stable,12/1/2025 16:06:20.3
3431,7.927 V DC,12/1/2025 16:06:20.3,0:00:01.6,12/1/2025 16:06:21.7,7.948 V DC,7.923 V DC,12/1/2025 16:06:20.4,7.880 V DC,Stable,12/1/2025 16:06:21.9
3432,7.809 V DC,12/1/2025 16:06:21.9,0:00:00.1,12/1/2025 16:06:21.9,7.809 V DC,7.809 V DC,12/1/2025 16:06:21.9,7.809 V DC,Unstable,12/1/2025 16:06:22.0
3433,7.939 V DC,12/1/2025 16:06:22.0,0:00:02.9,12/1/2025 16:06:24.5,7.980 V DC,7.965 V DC,12/1/2025 16:06:22.0,7.939 V DC,Stable,12/1/2025 16:06:24.9
3434,7.246 V DC,12/1/2025 16:06:24.9,0:00:01.2,12/1/2025 16:06:25.4,7.878 V DC,6.862 V DC,12/1/2025 16:06:25.7,5.372 V DC,Unstable,12/1/2025 16:06:26.1
3435,6.923 V DC,12/1/2025 16:06:26.1,0:00:00.1,12/1/2025 16:06:26.1,6.923 V DC,6.923 V DC,12/1/2025 16:06:26.1,6.923 V DC,Interval,12/1/2025 16:06:26.2
3436,5.466 V DC,12/1/2025 16:06:26.2,0:00:05.0,12/1/2025 16:06:26.6,7.830 V DC,6.781 V DC,12/1/2025 16:06:27.5,5.316 V DC,Unstable,12/1/2025 16:06:31.3
3437,7.843 V DC,12/1/2025 16:06:31.3,0:00:01.5,12/1/2025 16:06:32.6,7.894 V DC,7.856 V DC,12/1/2025 16:06:32.3,7.788 V DC,Stable,12/1/2025 16:06:32.8
3438,7.899 V DC,12/1/2025 16:06:32.8,0:00:03.9,12/1/2025 16:06:36.6,7.951 V DC,7.913 V DC,12/1/2025 16:06:35.7,7.822 V DC,Stable,12/1/2025 16:06:36.7
3439,7.785 V DC,12/1/2025 16:06:36.7,0:00:00.1,12/1/2025 16:06:36.7,7.785 V DC,7.785 V DC,12/1/2025 16:06:36.7,7.785 V DC,Unstable,12/1/2025 16:06:36.8
3440,7.935 V DC,12/1/2025 16:06:36.8,0:00:01.2,12/1/2025 16:06:37.8,7.958 V DC,7.931 V DC,12/1/2025 16:06:37.3,7.882 V DC,Stable,12/1/2025 16:06:38.0
3441,7.837 V DC,12/1/2025 16:06:38.0,0:00:01.2,12/1/2025 16:06:38.9,7.966 V DC,7.914 V DC,12/1/2025 16:06:38.0,7.837 V DC,Unstable,12/1/2025 16:06:39.2
3442,7.936 V DC,12/1/2025 16:06:39.2,0:00:13.0,12/1/2025 16:06:51.7,8.021 V DC,7.981 V DC,12/1/2025 16:06:46.2,7.891 V DC,Interval,12/1/2025 16:06:52.2
3443,8.011 V DC,12/1/2025 16:06:52.2,0:00:26.0,12/1/2025 16:07:17.7,8.068 V DC,8.031 V DC,12/1/2025 16:07:12.4,7.941 V DC,Interval,12/1/2025 16:07:18.1
3444,8.068 V DC,12/1/2025 16:07:18.1,0:00:01.3,12/1/2025 16:07:19.1,8.069 V DC,8.056 V DC,12/1/2025 16:07:18.4,8.029 V DC,Stable,12/1/2025 16:07:19.5
3445,7.901 V DC,12/1/2025 16:07:19.5,0:00:00.4,12/1/2025 16:07:19.8,7.905 V DC,7.866 V DC,12/1/2025 16:07:19.6,7.775 V DC,Unstable,12/1/2025 16:07:19.9
3446,8.047 V DC,12/1/2025 16:07:19.9,0:00:02.9,12/1/2025 16:07:22.2,8.073 V DC,8.065 V DC,12/1/2025 16:07:22.6,8.039 V DC,Stable,12/1/2025 16:07:22.8
3447,7.072 V DC,12/1/2025 16:07:22.8,0:00:07.3,12/1/2025 16:07:23.3,7.966 V DC,6.992 V DC,12/1/2025 16:07:28.3,5.341 V DC,Unstable,12/1/2025 16:07:30.1
3448,7.922 V DC,12/1/2025 16:07:30.1,0:00:03.1,12/1/2025 16:07:32.7,7.988 V DC,7.965 V DC,12/1/2025 16:07:30.2,7.908 V DC,Stable,12/1/2025 16:07:33.2
3449,6.346 V DC,12/1/2025 16:07:33.2,0:00:06.6,12/1/2025 16:07:33.7,7.893 V DC,6.906 V DC,12/1/2025 16:07:38.8,5.276 V DC,Unstable,12/1/2025 16:07:39.9
3450,7.870 V DC,12/1/2025 16:07:39.9,0:00:03.2,12/1/2025 16:07:43.0,7.942 V DC,7.896 V DC,12/1/2025 16:07:40.9,7.803 V DC,Stable,12/1/2025 16:07:43.1
3451,7.944 V DC,12/1/2025 16:07:43.1,0:00:01.1,12/1/2025 16:07:43.7,7.951 V DC,7.940 V DC,12/1/2025 16:07:44.0,7.919 V DC,Interval,12/1/2025 16:07:44.2
3452,6.390 V DC,12/1/2025 16:07:44.2,0:00:05.8,12/1/2025 16:07:44.7,7.858 V DC,6.657 V DC,12/1/2025 16:07:49.7,5.258 V DC,Unstable,12/1/2025 16:07:50.0
3453,7.764 V DC,12/1/2025 16:07:50.0,0:00:01.0,12/1/2025 16:07:50.9,7.851 V DC,7.820 V DC,12/1/2025 16:07:50.0,7.764 V DC,Stable,12/1/2025 16:07:51.0
3454,7.855 V DC,12/1/2025 16:07:51.0,0:00:01.8,12/1/2025 16:07:52.4,7.894 V DC,7.875 V DC,12/1/2025 16:07:51.0,7.855 V DC,Stable,12/1/2025 16:07:52.9
3455,7.769 V DC,12/1/2025 16:07:52.9,0:00:06.0,12/1/2025 16:07:53.4,7.799 V DC,6.748 V DC,12/1/2025 16:07:58.5,5.195 V DC,Unstable,12/1/2025 16:07:58.9
3456,7.749 V DC,12/1/2025 16:07:58.9,0:00:01.0,12/1/2025 16:07:59.4,7.796 V DC,7.773 V DC,12/1/2025 16:07:59.0,7.742 V DC,Stable,12/1/2025 16:07:59.9
3457,7.824 V DC,12/1/2025 16:07:59.9,0:00:02.8,12/1/2025 16:08:02.2,7.882 V DC,7.858 V DC,12/1/2025 16:07:59.9,7.824 V DC,Stable,12/1/2025 16:08:02.7
3458,5.892 V DC,12/1/2025 16:08:02.7,0:00:06.7,12/1/2025 16:08:09.4,7.800 V DC,6.840 V DC,12/1/2025 16:08:08.2,5.176 V DC,Unstable,12/1/2025 16:08:09.5
3459,7.804 V DC,12/1/2025 16:08:09.5,0:00:00.7,12/1/2025 16:08:10.1,7.826 V DC,7.816 V DC,12/1/2025 16:08:09.5,7.804 V DC,Interval,12/1/2025 16:08:10.2
3460,7.828 V DC,12/1/2025 16:08:10.2,0:00:01.3,12/1/2025 16:08:11.1,7.850 V DC,7.836 V DC,12/1/2025 16:08:11.3,7.819 V DC,Stable,12/1/2025 16:08:11.5
3461,7.566 V DC,12/1/2025 16:08:11.5,0:00:05.9,12/1/2025 16:08:12.0,7.758 V DC,6.685 V DC,12/1/2025 16:08:14.7,5.155 V DC,Unstable,12/1/2025 16:08:17.4
3462,7.708 V DC,12/1/2025 16:08:17.4,0:00:01.1,12/1/2025 16:08:18.1,7.767 V DC,7.728 V DC,12/1/2025 16:08:17.9,7.683 V DC,Stable,12/1/2025 16:08:18.5
3463,7.778 V DC,12/1/2025 16:08:18.5,0:00:02.8,12/1/2025 16:08:20.8,7.841 V DC,7.792 V DC,12/1/2025 16:08:20.0,7.747 V DC,Stable,12/1/2025 16:08:21.3
3464,7.846 V DC,12/1/2025 16:08:21.3,0:00:06.9,12/1/2025 16:08:27.9,7.902 V DC,7.849 V DC,12/1/2025 16:08:21.8,7.752 V DC,Stable,12/1/2025 16:08:28.3
3465,7.904 V DC,12/1/2025 16:08:28.3,0:00:07.9,12/1/2025 16:08:35.9,7.943 V DC,7.910 V DC,12/1/2025 16:08:28.8,7.799 V DC,Interval,12/1/2025 16:08:36.2
3466,7.940 V DC,12/1/2025 16:08:36.2,0:00:02.9,12/1/2025 16:08:39.0,7.953 V DC,7.935 V DC,12/1/2025 16:08:36.4,7.883 V DC,Stable,12/1/2025 16:08:39.1
3467,7.831 V DC,12/1/2025 16:08:39.1,0:00:00.2,12/1/2025 16:08:39.2,7.884 V DC,7.857 V DC,12/1/2025 16:08:39.1,7.831 V DC,Unstable,12/1/2025 16:08:39.3
3468,7.947 V DC,12/1/2025 16:08:39.3,0:00:03.9,12/1/2025 16:08:43.1,7.967 V DC,7.948 V DC,12/1/2025 16:08:41.0,7.884 V DC,Stable,12/1/2025 16:08:43.3
3469,7.870 V DC,12/1/2025 16:08:43.3,0:00:04.3,12/1/2025 16:08:47.5,7.975 V DC,7.955 V DC,12/1/2025 16:08:43.3,7.870 V DC,Stable,12/1/2025 16:08:47.6
3470,7.977 V DC,12/1/2025 16:08:47.6,0:00:14.6,12/1/2025 16:09:01.9,8.003 V DC,7.975 V DC,12/1/2025 16:08:48.1,7.881 V DC,Interval,12/1/2025 16:09:02.2
3471,7.915 V DC,12/1/2025 16:09:02.2,0:00:14.2,12/1/2025 16:09:15.9,8.020 V DC,7.989 V DC,12/1/2025 16:09:12.5,7.874 V DC,Stable,12/1/2025 16:09:16.4
3472,7.832 V DC,12/1/2025 16:09:16.4,0:00:00.1,12/1/2025 16:09:16.4,7.832 V DC,7.832 V DC,12/1/2025 16:09:16.4,7.832 V DC,Unstable,12/1/2025 16:09:16.5
3473,7.997 V DC,12/1/2025 16:09:16.5,0:00:03.8,12/1/2025 16:09:19.2,8.026 V DC,8.010 V DC,12/1/2025 16:09:19.4,7.966 V DC,Stable,12/1/2025 16:09:20.3
3474,7.871 V DC,12/1/2025 16:09:20.3,0:00:00.2,12/1/2025 16:09:20.4,7.885 V DC,7.878 V DC,12/1/2025 16:09:20.3,7.871 V DC,Unstable,12/1/2025 16:09:20.5
3475,7.982 V DC,12/1/2025 16:09:20.5,0:00:01.4,12/1/2025 16:09:21.7,8.026 V DC,7.994 V DC,12/1/2025 16:09:21.1,7.931 V DC,Stable,12/1/2025 16:09:21.9
3476,7.859 V DC,12/1/2025 16:09:21.9,0:00:00.1,12/1/2025 16:09:21.9,7.859 V DC,7.859 V DC,12/1/2025 16:09:21.9,7.859 V DC,Unstable,12/1/2025 16:09:22.0
3477,8.009 V DC,12/1/2025 16:09:22.0,0:00:01.4,12/1/2025 16:09:22.6,8.027 V DC,8.014 V DC,12/1/2025 16:09:22.7,7.995 V DC,Stable,12/1/2025 16:09:23.4
3478,7.864 V DC,12/1/2025 16:09:23.4,0:00:01.0,12/1/2025 16:09:24.1,8.028 V DC,7.971 V DC,12/1/2025 16:09:23.4,7.864 V DC,Unstable,12/1/2025 16:09:24.4
3479,8.018 V DC,12/1/2025 16:09:24.4,0:00:03.8,12/1/2025 16:09:27.4,8.034 V DC,8.019 V DC,12/1/2025 16:09:25.4,7.974 V DC,Interval,12/1/2025 16:09:28.2
3480,8.007 V DC,12/1/2025 16:09:28.2,0:00:01.1,12/1/2025 16:09:29.1,8.035 V DC,8.009 V DC,12/1/2025 16:09:28.4,7.961 V DC,Stable,12/1/2025 16:09:29.3
3481,7.836 V DC,12/1/2025 16:09:29.3,0:00:00.1,12/1/2025 16:09:29.3,7.836 V DC,7.836 V DC,12/1/2025 16:09:29.3,7.836 V DC,Unstable,12/1/2025 16:09:29.4
3482,8.007 V DC,12/1/2025 16:09:29.4,0:00:04.7,12/1/2025 16:09:32.6,8.039 V DC,8.016 V DC,12/1/2025 16:09:32.8,7.909 V DC,Stable,12/1/2025 16:09:34.2
3483,7.844 V DC,12/1/2025 16:09:34.2,0:00:00.1,12/1/2025 16:09:34.2,7.844 V DC,7.844 V DC,12/1/2025 16:09:34.2,7.844 V DC,Unstable,12/1/2025 16:09:34.3
3484,8.015 V DC,12/1/2025 16:09:34.3,0:00:08.6,12/1/2025 16:09:42.2,8.048 V DC,8.028 V DC,12/1/2025 16:09:38.2,7.959 V DC,Stable,12/1/2025 16:09:42.8
3485,7.937 V DC,12/1/2025 16:09:42.8,0:00:09.6,12/1/2025 16:09:52.3,8.055 V DC,8.033 V DC,12/1/2025 16:09:49.4,7.904 V DC,Stable,12/1/2025 16:09:52.4
3486,8.056 V DC,12/1/2025 16:09:52.4,0:00:01.8,12/1/2025 16:09:53.7,8.058 V DC,8.052 V DC,12/1/2025 16:09:52.5,8.037 V DC,Interval,12/1/2025 16:09:54.2
3487,8.058 V DC,12/1/2025 16:09:54.2,0:00:05.7,12/1/2025 16:09:57.3,8.060 V DC,8.041 V DC,12/1/2025 16:09:59.8,7.974 V DC,Stable,12/1/2025 16:09:59.9
3488,7.904 V DC,12/1/2025 16:09:59.9,0:00:01.1,12/1/2025 16:10:00.2,8.056 V DC,7.997 V DC,12/1/2025 16:09:59.9,7.904 V DC,Unstable,12/1/2025 16:10:01.0
3489,8.049 V DC,12/1/2025 16:10:01.0,0:00:03.6,12/1/2025 16:10:03.7,8.065 V DC,8.054 V DC,12/1/2025 16:10:01.2,7.977 V DC,Stable,12/1/2025 16:10:04.6
3490,6.441 V DC,12/1/2025 16:10:04.6,0:00:05.8,12/1/2025 16:10:05.1,7.961 V DC,6.816 V DC,12/1/2025 16:10:10.2,5.266 V DC,Unstable,12/1/2025 16:10:10.5
3491,7.802 V DC,12/1/2025 16:10:10.5,0:00:01.0,12/1/2025 16:10:11.2,7.896 V DC,7.848 V DC,12/1/2025 16:10:10.5,7.802 V DC,Stable,12/1/2025 16:10:11.5
3492,7.913 V DC,12/1/2025 16:10:11.5,0:00:01.1,12/1/2025 16:10:12.3,7.935 V DC,7.905 V DC,12/1/2025 16:10:11.9,7.879 V DC,Stable,12/1/2025 16:10:12.6
3493,7.810 V DC,12/1/2025 16:10:12.6,0:00:00.1,12/1/2025 16:10:12.6,7.810 V DC,7.810 V DC,12/1/2025 16:10:12.6,7.810 V DC,Unstable,12/1/2025 16:10:12.7
3494,7.925 V DC,12/1/2025 16:10:12.7,0:00:02.2,12/1/2025 16:10:14.8,7.978 V DC,7.960 V DC,12/1/2025 16:10:12.8,7.874 V DC,Stable,12/1/2025 16:10:14.9
3495,7.980 V DC,12/1/2025 16:10:14.9,0:00:05.2,12/1/2025 16:10:15.4,7.984 V DC,6.921 V DC,12/1/2025 16:10:19.5,5.301 V DC,Unstable,12/1/2025 16:10:20.1
3496,5.282 V DC,12/1/2025 16:10:20.1,0:00:00.1,12/1/2025 16:10:20.1,5.282 V DC,5.282 V DC,12/1/2025 16:10:20.1,5.282 V DC,Interval,12/1/2025 16:10:20.2
3497,5.806 V DC,12/1/2025 16:10:20.2,0:00:01.7,12/1/2025 16:10:20.5,7.785 V DC,6.875 V DC,12/1/2025 16:10:21.3,5.244 V DC,Unstable,12/1/2025 16:10:21.9
3498,7.801 V DC,12/1/2025 16:10:21.9,0:00:01.5,12/1/2025 16:10:23.4,7.895 V DC,7.866 V DC,12/1/2025 16:10:21.9,7.801 V DC,Stable,12/1/2025 16:10:23.5
3499,7.898 V DC,12/1/2025 16:10:23.5,0:00:01.4,12/1/2025 16:10:24.5,7.918 V DC,7.905 V DC,12/1/2025 16:10:24.7,7.887 V DC,Stable,12/1/2025 16:10:24.9
3500,7.782 V DC,12/1/2025 16:10:24.9,0:00:06.2,12/1/2025 16:10:25.4,7.819 V DC,6.818 V DC,12/1/2025 16:10:29.9,5.183 V DC,Unstable,12/1/2025 16:10:31.1
3501,7.796 V DC,12/1/2025 16:10:31.1,0:00:01.7,12/1/2025 16:10:32.7,7.863 V DC,7.814 V DC,12/1/2025 16:10:31.9,7.731 V DC,Stable,12/1/2025 16:10:32.8
3502,7.866 V DC,12/1/2025 16:10:32.8,0:00:02.3,12/1/2025 16:10:34.6,7.898 V DC,7.880 V DC,12/1/2025 16:10:35.0,7.854 V DC,Stable,12/1/2025 16:10:35.1
3503,5.759 V DC,12/1/2025 16:10:35.1,0:00:06.2,12/1/2025 16:10:35.5,7.794 V DC,6.780 V DC,12/1/2025 16:10:40.7,5.160 V DC,Unstable,12/1/2025 16:10:41.4
3504,7.755 V DC,12/1/2025 16:10:41.4,0:00:02.0,12/1/2025 16:10:42.9,7.839 V DC,7.792 V DC,12/1/2025 16:10:41.8,7.715 V DC,Stable,12/1/2025 16:10:43.4
3505,7.850 V DC,12/1/2025 16:10:43.4,0:00:02.8,12/1/2025 16:10:46.1,7.886 V DC,7.849 V DC,12/1/2025 16:10:44.2,7.786 V DC,Interval,12/1/2025 16:10:46.2
3506,7.850 V DC,12/1/2025 16:10:46.2,0:00:09.3,12/1/2025 16:10:55.3,7.942 V DC,7.900 V DC,12/1/2025 16:10:47.7,7.811 V DC,Stable,12/1/2025 16:10:55.4
3507,7.944 V DC,12/1/2025 16:10:55.4,0:00:01.3,12/1/2025 16:10:56.7,7.948 V DC,7.930 V DC,12/1/2025 16:10:56.5,7.873 V DC,Stable,12/1/2025 16:10:56.8
3508,7.842 V DC,12/1/2025 16:10:56.8,0:00:00.6,12/1/2025 16:10:57.0,7.948 V DC,7.897 V DC,12/1/2025 16:10:56.8,7.842 V DC,Unstable,12/1/2025 16:10:57.4
3509,7.937 V DC,12/1/2025 16:10:57.4,0:00:03.5,12/1/2025 16:11:00.8,7.962 V DC,7.941 V DC,12/1/2025 16:10:58.1,7.888 V DC,Stable,12/1/2025 16:11:00.9
3510,7.855 V DC,12/1/2025 16:11:00.9,0:00:00.1,12/1/2025 16:11:00.9,7.855 V DC,7.855 V DC,12/1/2025 16:11:00.9,7.855 V DC,Unstable,12/1/2025 16:11:01.0
3511,7.940 V DC,12/1/2025 16:11:01.0,0:00:01.1,12/1/2025 16:11:02.0,7.967 V DC,7.958 V DC,12/1/2025 16:11:01.3,7.937 V DC,Stable,12/1/2025 16:11:02.1
3512,7.861 V DC,12/1/2025 16:11:02.1,0:00:00.1,12/1/2025 16:11:02.1,7.861 V DC,7.861 V DC,12/1/2025 16:11:02.1,7.861 V DC,Unstable,12/1/2025 16:11:02.2
3513,7.954 V DC,12/1/2025 16:11:02.2,0:00:01.4,12/1/2025 16:11:03.4,7.970 V DC,7.953 V DC,12/1/2025 16:11:03.1,7.887 V DC,Stable,12/1/2025 16:11:03.6
3514,7.801 V DC,12/1/2025 16:11:03.6,0:00:00.1,12/1/2025 16:11:03.6,7.801 V DC,7.801 V DC,12/1/2025 16:11:03.6,7.801 V DC,Unstable,12/1/2025 16:11:03.7
3515,7.941 V DC,12/1/2025 16:11:03.7,0:00:07.4,12/1/2025 16:11:10.4,7.986 V DC,7.962 V DC,12/1/2025 16:11:03.8,7.873 V DC,Stable,12/1/2025 16:11:11.1
3516,7.987 V DC,12/1/2025 16:11:11.1,0:00:01.0,12/1/2025 16:11:11.7,7.989 V DC,7.980 V DC,12/1/2025 16:11:11.4,7.948 V DC,Interval,12/1/2025 16:11:12.1
3517,7.990 V DC,12/1/2025 16:11:12.1,0:00:01.7,12/1/2025 16:11:13.8,7.992 V DC,7.969 V DC,12/1/2025 16:11:13.2,7.889 V DC,Stable,12/1/2025 16:11:13.9
3518,7.887 V DC,12/1/2025 16:11:13.9,0:00:00.1,12/1/2025 16:11:13.9,7.887 V DC,7.887 V DC,12/1/2025 16:11:13.9,7.887 V DC,Unstable,12/1/2025 16:11:14.0
3519,7.980 V DC,12/1/2025 16:11:14.0,0:00:01.0,12/1/2025 16:11:14.2,7.993 V DC,7.973 V DC,12/1/2025 16:11:14.7,7.906 V DC,Stable,12/1/2025 16:11:15.0
3520,7.899 V DC,12/1/2025 16:11:15.0,0:00:00.1,12/1/2025 16:11:15.0,7.899 V DC,7.899 V DC,12/1/2025 16:11:15.0,7.899 V DC,Unstable,12/1/2025 16:11:15.1
3521,7.982 V DC,12/1/2025 16:11:15.1,0:00:03.9,12/1/2025 16:11:17.8,8.000 V DC,7.981 V DC,12/1/2025 16:11:18.7,7.910 V DC,Stable,12/1/2025 16:11:19.0
3522,7.885 V DC,12/1/2025 16:11:19.0,0:00:00.1,12/1/2025 16:11:19.0,7.885 V DC,7.885 V DC,12/1/2025 16:11:19.0,7.885 V DC,Unstable,12/1/2025 16:11:19.1
3523,7.964 V DC,12/1/2025 16:11:19.1,0:00:19.1,12/1/2025 16:11:37.9,8.025 V DC,8.000 V DC,12/1/2025 16:11:35.5,7.911 V DC,Interval,12/1/2025 16:11:38.2
3524,8.024 V DC,12/1/2025 16:11:38.2,0:00:06.5,12/1/2025 16:11:44.3,8.031 V DC,8.005 V DC,12/1/2025 16:11:44.6,7.908 V DC,Stable,12/1/2025 16:11:44.7
3525,7.879 V DC,12/1/2025 16:11:44.7,0:00:00.3,12/1/2025 16:11:44.9,7.953 V DC,7.924 V DC,12/1/2025 16:11:44.7,7.879 V DC,Unstable,12/1/2025 16:11:45.0
3526,8.016 V DC,12/1/2025 16:11:45.0,0:00:02.7,12/1/2025 16:11:47.7,8.035 V DC,8.023 V DC,12/1/2025 16:11:47.4,7.985 V DC,Stable,12/1/2025 16:11:47.8
3527,7.940 V DC,12/1/2025 16:11:47.8,0:00:04.8,12/1/2025 16:11:50.7,8.037 V DC,8.014 V DC,12/1/2025 16:11:48.7,7.918 V DC,Stable,12/1/2025 16:11:52.6
3528,7.893 V DC,12/1/2025 16:11:52.6,0:00:00.1,12/1/2025 16:11:52.6,7.893 V DC,7.893 V DC,12/1/2025 16:11:52.6,7.893 V DC,Unstable,12/1/2025 16:11:52.7
3529,8.009 V DC,12/1/2025 16:11:52.7,0:00:11.5,12/1/2025 16:12:03.8,8.049 V DC,8.029 V DC,12/1/2025 16:12:01.4,7.945 V DC,Interval,12/1/2025 16:12:04.2
3530,8.049 V DC,12/1/2025 16:12:04.2,0:00:02.4,12/1/2025 16:12:04.2,8.049 V DC,8.030 V DC,12/1/2025 16:12:06.3,7.978 V DC,Stable,12/1/2025 16:12:06.6
3531,7.934 V DC,12/1/2025 16:12:06.6,0:00:00.2,12/1/2025 16:12:06.7,7.976 V DC,7.955 V DC,12/1/2025 16:12:06.6,7.934 V DC,Unstable,12/1/2025 16:12:06.8
3532,8.040 V DC,12/1/2025 16:12:06.8,0:00:03.8,12/1/2025 16:12:10.4,8.052 V DC,8.035 V DC,12/1/2025 16:12:08.7,7.967 V DC,Stable,12/1/2025 16:12:10.6
3533,7.957 V DC,12/1/2025 16:12:10.6,0:00:00.1,12/1/2025 16:12:10.6,7.957 V DC,7.957 V DC,12/1/2025 16:12:10.6,7.957 V DC,Unstable,12/1/2025 16:12:10.7
3534,8.039 V DC,12/1/2025 16:12:10.7,0:00:01.7,12/1/2025 16:12:11.8,8.053 V DC,8.033 V DC,12/1/2025 16:12:12.3,7.968 V DC,Stable,12/1/2025 16:12:12.4
3535,7.893 V DC,12/1/2025 16:12:12.4,0:00:00.1,12/1/2025 16:12:12.4,7.893 V DC,7.893 V DC,12/1/2025 16:12:12.4,7.893 V DC,Unstable,12/1/2025 16:12:12.5
3536,7.975 V DC,12/1/2025 16:12:12.5,0:00:04.0,12/1/2025 16:12:15.1,8.054 V DC,8.033 V DC,12/1/2025 16:12:15.8,7.935 V DC,Stable,12/1/2025 16:12:16.5
3537,7.867 V DC,12/1/2025 16:12:16.5,0:00:00.2,12/1/2025 16:12:16.6,7.958 V DC,7.913 V DC,12/1/2025 16:12:16.5,7.867 V DC,Unstable,12/1/2025 16:12:16.7
3538,8.042 V DC,12/1/2025 16:12:16.7,0:00:03.1,12/1/2025 16:12:19.4,8.058 V DC,8.045 V DC,12/1/2025 16:12:17.8,7.992 V DC,Stable,12/1/2025 16:12:19.9
3539,7.960 V DC,12/1/2025 16:12:19.9,0:00:08.9,12/1/2025 16:12:27.5,8.062 V DC,8.046 V DC,12/1/2025 16:12:19.9,7.960 V DC,Stable,12/1/2025 16:12:28.7
3540,7.898 V DC,12/1/2025 16:12:28.7,0:00:00.1,12/1/2025 16:12:28.7,7.898 V DC,7.898 V DC,12/1/2025 16:12:28.7,7.898 V DC,Unstable,12/1/2025 16:12:28.8
3541,7.984 V DC,12/1/2025 16:12:28.8,0:00:01.4,12/1/2025 16:12:29.7,8.060 V DC,8.036 V DC,12/1/2025 16:12:29.4,7.979 V DC,Interval,12/1/2025 16:12:30.2
3542,7.989 V DC,12/1/2025 16:12:30.2,0:00:04.3,12/1/2025 16:12:33.8,8.068 V DC,8.053 V DC,12/1/2025 16:12:30.2,7.989 V DC,Stable,12/1/2025 16:12:34.5
3543,6.288 V DC,12/1/2025 16:12:34.5,0:00:05.9,12/1/2025 16:12:35.0,7.964 V DC,6.821 V DC,12/1/2025 16:12:40.1,5.268 V DC,Unstable,12/1/2025 16:12:40.5
3544,7.828 V DC,12/1/2025 16:12:40.5,0:00:01.5,12/1/2025 16:12:41.5,7.902 V DC,7.850 V DC,12/1/2025 16:12:41.3,7.781 V DC,Stable,12/1/2025 16:12:42.0
3545,7.924 V DC,12/1/2025 16:12:42.0,0:00:02.9,12/1/2025 16:12:44.4,7.976 V DC,7.957 V DC,12/1/2025 16:12:42.0,7.924 V DC,Stable,12/1/2025 16:12:44.9
3546,6.605 V DC,12/1/2025 16:12:44.9,0:00:06.7,12/1/2025 16:12:45.4,7.880 V DC,6.816 V DC,12/1/2025 16:12:50.4,5.233 V DC,Unstable,12/1/2025 16:12:51.6
3547,7.866 V DC,12/1/2025 16:12:51.6,0:00:02.0,12/1/2025 16:12:53.2,7.908 V DC,7.889 V DC,12/1/2025 16:12:51.6,7.866 V DC,Stable,12/1/2025 16:12:53.7
3548,5.800 V DC,12/1/2025 16:12:53.7,0:00:02.4,12/1/2025 16:12:54.2,7.817 V DC,6.778 V DC,12/1/2025 16:12:55.6,5.208 V DC,Unstable,12/1/2025 16:12:56.1
3549,5.497 V DC,12/1/2025 16:12:56.1,0:00:00.1,12/1/2025 16:12:56.1,5.497 V DC,5.497 V DC,12/1/2025 16:12:56.1,5.497 V DC,Interval,12/1/2025 16:12:56.2
3550,5.188 V DC,12/1/2025 16:12:56.2,0:00:03.7,12/1/2025 16:12:59.8,7.749 V DC,6.831 V DC,12/1/2025 16:12:59.2,5.184 V DC,Unstable,12/1/2025 16:12:59.9
3551,7.790 V DC,12/1/2025 16:12:59.9,0:00:02.3,12/1/2025 16:13:02.1,7.876 V DC,7.843 V DC,12/1/2025 16:12:59.9,7.790 V DC,Stable,12/1/2025 16:13:02.2
3552,7.878 V DC,12/1/2025 16:13:02.2,0:00:06.5,12/1/2025 16:13:02.4,7.882 V DC,6.787 V DC,12/1/2025 16:13:06.0,5.134 V DC,Unstable,12/1/2025 16:13:08.7
3553,7.716 V DC,12/1/2025 16:13:08.7,0:00:01.0,12/1/2025 16:13:09.6,7.784 V DC,7.733 V DC,12/1/2025 16:13:09.5,7.673 V DC,Stable,12/1/2025 16:13:09.8
3554,7.799 V DC,12/1/2025 16:13:09.8,0:00:02.6,12/1/2025 16:13:12.3,7.864 V DC,7.826 V DC,12/1/2025 16:13:10.3,7.731 V DC,Stable,12/1/2025 16:13:12.4
