FLUKE 289,  V1.16,  40810170 Douglas Hutchings

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Start Time,Stop Time,Elapsed Time,Interval,Total readings,Intervals,Input Events,Session Name
4/20/2026 9:14:51 PM,4/21/2026 12:01:51 AM,2:47:00,0:01:00,223,168,57,Motor 17
Max Time,Max,Average,Min,Min Time,Scaling,
4/20/2026 9:15:43 PM,10.143 V DC,9.873 V DC,8.651 V DC,4/20/2026 9:30:46 PM,(none)

Reading,Sample,Start Time,Duration,Max Time,Max,Average,Min Time,Min,Description,Stop Time
116,9.896 V DC,4/20/2026 22:22:50.6,0:01:00.0,4/20/2026 22:23:14.3,9.901 V DC,9.883 V DC,4/20/2026 22:23:38.9,9.811 V DC,Interval,4/20/2026 22:23:50.5
117,9.897 V DC,4/20/2026 22:23:50.5,0:01:00.0,4/20/2026 22:23:54.8,9.899 V DC,9.881 V DC,4/20/2026 22:24:21.7,9.794 V DC,Interval,4/20/2026 22:24:50.5
118,9.874 V DC,4/20/2026 22:24:50.5,0:01:00.1,4/20/2026 22:24:55.5,9.898 V DC,9.880 V DC,4/20/2026 22:25:00.6,9.808 V DC,Interval,4/20/2026 22:25:50.5
119,9.895 V DC,4/20/2026 22:25:50.5,0:00:51.9,4/20/2026 22:26:01.0,9.897 V DC,9.879 V DC,4/20/2026 22:26:02.9,9.797 V DC,Stable,4/20/2026 22:26:42.5
120,9.785 V DC,4/20/2026 22:26:42.5,0:00:08.0,4/20/2026 22:26:43.8,9.893 V DC,9.873 V DC,4/20/2026 22:26:42.5,9.785 V DC,Interval,4/20/2026 22:26:50.5
121,9.828 V DC,4/20/2026 22:26:50.5,0:01:00.1,4/20/2026 22:26:54.2,9.895 V DC,9.876 V DC,4/20/2026 22:27:29.2,9.792 V DC,Interval,4/20/2026 22:27:50.6
122,9.888 V DC,4/20/2026 22:27:50.6,0:01:00.0,4/20/2026 22:27:51.6,9.893 V DC,9.876 V DC,4/20/2026 22:28:40.5,9.798 V DC,Interval,4/20/2026 22:28:50.5
123,9.877 V DC,4/20/2026 22:28:50.5,0:01:00.1,4/20/2026 22:28:56.0,9.892 V DC,9.872 V DC,4/20/2026 22:28:56.9,9.791 V DC,Interval,4/20/2026 22:29:50.6
124,9.880 V DC,4/20/2026 22:29:50.6,0:01:00.0,4/20/2026 22:29:51.5,9.888 V DC,9.870 V DC,4/20/2026 22:29:52.3,9.795 V DC,Interval,4/20/2026 22:30:50.6
125,9.883 V DC,4/20/2026 22:30:50.6,0:01:00.0,4/20/2026 22:30:56.4,9.886 V DC,9.868 V DC,4/20/2026 22:31:23.1,9.788 V DC,Interval,4/20/2026 22:31:50.5
126,9.883 V DC,4/20/2026 22:31:50.5,0:01:00.1,4/20/2026 22:32:01.8,9.885 V DC,9.867 V DC,4/20/2026 22:32:15.4,9.786 V DC,Interval,4/20/2026 22:32:50.6
127,9.844 V DC,4/20/2026 22:32:50.6,0:01:00.0,4/20/2026 22:33:25.1,9.884 V DC,9.864 V DC,4/20/2026 22:32:52.9,9.794 V DC,Interval,4/20/2026 22:33:50.5
128,9.859 V DC,4/20/2026 22:33:50.5,0:01:00.0,4/20/2026 22:33:51.3,9.881 V DC,9.862 V DC,4/20/2026 22:34:11.1,9.786 V DC,Interval,4/20/2026 22:34:50.5
129,9.879 V DC,4/20/2026 22:34:50.5,0:01:00.1,4/20/2026 22:35:05.5,9.880 V DC,9.861 V DC,4/20/2026 22:35:13.9,9.779 V DC,Interval,4/20/2026 22:35:50.5
130,9.862 V DC,4/20/2026 22:35:50.5,0:01:00.0,4/20/2026 22:35:55.8,9.878 V DC,9.860 V DC,4/20/2026 22:36:18.6,9.781 V DC,Interval,4/20/2026 22:36:50.5
131,9.871 V DC,4/20/2026 22:36:50.5,0:01:00.1,4/20/2026 22:36:52.8,9.879 V DC,9.858 V DC,4/20/2026 22:37:10.3,9.779 V DC,Interval,4/20/2026 22:37:50.6
132,9.871 V DC,4/20/2026 22:37:50.6,0:00:04.6,4/20/2026 22:37:51.3,9.874 V DC,9.856 V DC,4/20/2026 22:37:51.4,9.781 V DC,Stable,4/20/2026 22:37:55.2
133,9.771 V DC,4/20/2026 22:37:55.2,0:00:55.3,4/20/2026 22:38:10.2,9.874 V DC,9.857 V DC,4/20/2026 22:37:55.2,9.771 V DC,Interval,4/20/2026 22:38:50.5
134,9.870 V DC,4/20/2026 22:38:50.5,0:01:00.1,4/20/2026 22:39:20.7,9.873 V DC,9.854 V DC,4/20/2026 22:38:53.9,9.777 V DC,Interval,4/20/2026 22:39:50.6
135,9.870 V DC,4/20/2026 22:39:50.6,0:00:24.9,4/20/2026 22:39:50.7,9.871 V DC,9.855 V DC,4/20/2026 22:39:54.9,9.775 V DC,Stable,4/20/2026 22:40:15.5
136,9.770 V DC,4/20/2026 22:40:15.5,0:00:35.0,4/20/2026 22:40:26.7,9.871 V DC,9.853 V DC,4/20/2026 22:40:15.5,9.770 V DC,Interval,4/20/2026 22:40:50.5
137,9.862 V DC,4/20/2026 22:40:50.5,0:01:00.0,4/20/2026 22:40:53.5,9.869 V DC,9.850 V DC,4/20/2026 22:41:13.3,9.771 V DC,Interval,4/20/2026 22:41:50.5
138,9.815 V DC,4/20/2026 22:41:50.5,0:01:00.1,4/20/2026 22:42:21.7,9.868 V DC,9.849 V DC,4/20/2026 22:41:59.6,9.776 V DC,Interval,4/20/2026 22:42:50.6
139,9.811 V DC,4/20/2026 22:42:50.6,0:01:00.0,4/20/2026 22:43:44.8,9.866 V DC,9.846 V DC,4/20/2026 22:43:45.4,9.762 V DC,Interval,4/20/2026 22:43:50.5
140,9.859 V DC,4/20/2026 22:43:50.5,0:01:00.1,4/20/2026 22:43:54.5,9.863 V DC,9.844 V DC,4/20/2026 22:44:04.8,9.771 V DC,Interval,4/20/2026 22:44:50.6
141,9.857 V DC,4/20/2026 22:44:50.6,0:01:00.0,4/20/2026 22:45:10.4,9.862 V DC,9.845 V DC,4/20/2026 22:45:17.1,9.767 V DC,Interval,4/20/2026 22:45:50.6
142,9.847 V DC,4/20/2026 22:45:50.6,0:01:00.0,4/20/2026 22:46:34.6,9.861 V DC,9.843 V DC,4/20/2026 22:46:03.2,9.764 V DC,Interval,4/20/2026 22:46:50.5
143,9.847 V DC,4/20/2026 22:46:50.5,0:01:00.1,4/20/2026 22:46:59.5,9.859 V DC,9.841 V DC,4/20/2026 22:47:37.5,9.758 V DC,Interval,4/20/2026 22:47:50.6
144,9.852 V DC,4/20/2026 22:47:50.6,0:01:00.0,4/20/2026 22:47:54.8,9.858 V DC,9.839 V DC,4/20/2026 22:48:14.1,9.757 V DC,Interval,4/20/2026 22:48:50.5
145,9.845 V DC,4/20/2026 22:48:50.5,0:01:00.0,4/20/2026 22:48:51.5,9.857 V DC,9.838 V DC,4/20/2026 22:49:32.6,9.751 V DC,Interval,4/20/2026 22:49:50.5
146,9.850 V DC,4/20/2026 22:49:50.5,0:01:00.3,4/20/2026 22:50:11.5,9.855 V DC,9.839 V DC,4/20/2026 22:50:41.5,9.764 V DC,Interval,4/20/2026 22:50:50.7
147,9.850 V DC,4/20/2026 22:50:50.7,0:00:08.0,4/20/2026 22:50:54.0,9.854 V DC,9.836 V DC,4/20/2026 22:50:55.6,9.764 V DC,Stable,4/20/2026 22:50:58.8
148,9.749 V DC,4/20/2026 22:50:58.8,0:00:51.7,4/20/2026 22:51:03.7,9.853 V DC,9.835 V DC,4/20/2026 22:51:04.8,9.748 V DC,Interval,4/20/2026 22:51:50.5
149,9.799 V DC,4/20/2026 22:51:50.5,0:01:00.1,4/20/2026 22:51:54.3,9.851 V DC,9.834 V DC,4/20/2026 22:52:13.5,9.757 V DC,Interval,4/20/2026 22:52:50.6
150,9.792 V DC,4/20/2026 22:52:50.6,0:01:00.0,4/20/2026 22:52:51.2,9.850 V DC,9.831 V DC,4/20/2026 22:53:15.9,9.756 V DC,Interval,4/20/2026 22:53:50.5
151,9.835 V DC,4/20/2026 22:53:50.5,0:01:00.1,4/20/2026 22:54:01.1,9.849 V DC,9.830 V DC,4/20/2026 22:54:08.7,9.751 V DC,Interval,4/20/2026 22:54:50.6
152,9.842 V DC,4/20/2026 22:54:50.6,0:01:00.0,4/20/2026 22:54:53.7,9.848 V DC,9.830 V DC,4/20/2026 22:55:34.2,9.751 V DC,Interval,4/20/2026 22:55:50.5
153,9.786 V DC,4/20/2026 22:55:50.5,0:01:00.0,4/20/2026 22:55:59.7,9.847 V DC,9.828 V DC,4/20/2026 22:56:35.0,9.750 V DC,Interval,4/20/2026 22:56:50.5
154,9.831 V DC,4/20/2026 22:56:50.5,0:01:00.1,4/20/2026 22:56:58.7,9.845 V DC,9.828 V DC,4/20/2026 22:57:37.4,9.742 V DC,Interval,4/20/2026 22:57:50.6
155,9.837 V DC,4/20/2026 22:57:50.6,0:00:49.4,4/20/2026 22:58:00.7,9.843 V DC,9.824 V DC,4/20/2026 22:57:54.8,9.748 V DC,Stable,4/20/2026 22:58:40.0
156,9.740 V DC,4/20/2026 22:58:40.0,0:00:10.6,4/20/2026 22:58:41.7,9.841 V DC,9.824 V DC,4/20/2026 22:58:40.0,9.740 V DC,Interval,4/20/2026 22:58:50.5
157,9.833 V DC,4/20/2026 22:58:50.5,0:01:00.1,4/20/2026 22:58:51.2,9.841 V DC,9.823 V DC,4/20/2026 22:59:38.3,9.744 V DC,Interval,4/20/2026 22:59:50.6
158,9.831 V DC,4/20/2026 22:59:50.6,0:01:00.0,4/20/2026 22:59:59.5,9.840 V DC,9.821 V DC,4/20/2026 23:00:11.1,9.743 V DC,Interval,4/20/2026 23:00:50.5
159,9.821 V DC,4/20/2026 23:00:50.5,0:01:00.0,4/20/2026 23:00:51.4,9.838 V DC,9.820 V DC,4/20/2026 23:00:52.3,9.746 V DC,Interval,4/20/2026 23:01:50.5
160,9.826 V DC,4/20/2026 23:01:50.5,0:01:00.1,4/20/2026 23:01:54.5,9.837 V DC,9.821 V DC,4/20/2026 23:02:05.2,9.746 V DC,Interval,4/20/2026 23:02:50.6
161,9.831 V DC,4/20/2026 23:02:50.6,0:01:00.0,4/20/2026 23:02:54.9,9.837 V DC,9.815 V DC,4/20/2026 23:03:14.9,9.735 V DC,Interval,4/20/2026 23:03:50.5
162,9.774 V DC,4/20/2026 23:03:50.5,0:01:00.1,4/20/2026 23:04:15.0,9.834 V DC,9.816 V DC,4/20/2026 23:04:40.7,9.736 V DC,Interval,4/20/2026 23:04:50.6
163,9.822 V DC,4/20/2026 23:04:50.6,0:01:00.0,4/20/2026 23:04:54.1,9.831 V DC,9.813 V DC,4/20/2026 23:05:09.1,9.736 V DC,Interval,4/20/2026 23:05:50.5
164,9.830 V DC,4/20/2026 23:05:50.5,0:01:00.0,4/20/2026 23:05:50.7,9.831 V DC,9.813 V DC,4/20/2026 23:06:49.3,9.733 V DC,Interval,4/20/2026 23:06:50.5
165,9.777 V DC,4/20/2026 23:06:50.5,0:01:00.1,4/20/2026 23:07:25.2,9.829 V DC,9.809 V DC,4/20/2026 23:07:47.0,9.730 V DC,Interval,4/20/2026 23:07:50.6
166,9.737 V DC,4/20/2026 23:07:50.6,0:01:00.0,4/20/2026 23:08:05.8,9.827 V DC,9.809 V DC,4/20/2026 23:07:50.6,9.737 V DC,Interval,4/20/2026 23:08:50.5
167,9.807 V DC,4/20/2026 23:08:50.5,0:01:00.1,4/20/2026 23:09:28.7,9.828 V DC,9.809 V DC,4/20/2026 23:09:47.5,9.730 V DC,Interval,4/20/2026 23:09:50.6
168,9.813 V DC,4/20/2026 23:09:50.6,0:01:00.0,4/20/2026 23:09:53.5,9.824 V DC,9.807 V DC,4/20/2026 23:10:33.6,9.729 V DC,Interval,4/20/2026 23:10:50.5
169,9.816 V DC,4/20/2026 23:10:50.5,0:01:00.0,4/20/2026 23:10:54.6,9.824 V DC,9.805 V DC,4/20/2026 23:11:23.7,9.718 V DC,Interval,4/20/2026 23:11:50.5
170,9.818 V DC,4/20/2026 23:11:50.5,0:01:00.1,4/20/2026 23:11:56.6,9.822 V DC,9.804 V DC,4/20/2026 23:12:34.4,9.728 V DC,Interval,4/20/2026 23:12:50.5
171,9.800 V DC,4/20/2026 23:12:50.5,0:01:00.0,4/20/2026 23:13:02.3,9.821 V DC,9.801 V DC,4/20/2026 23:13:23.0,9.723 V DC,Interval,4/20/2026 23:13:50.5
172,9.766 V DC,4/20/2026 23:13:50.5,0:01:00.1,4/20/2026 23:13:52.9,9.819 V DC,9.802 V DC,4/20/2026 23:14:38.1,9.726 V DC,Interval,4/20/2026 23:14:50.6
173,9.783 V DC,4/20/2026 23:14:50.6,0:01:00.0,4/20/2026 23:15:22.7,9.820 V DC,9.802 V DC,4/20/2026 23:14:55.4,9.727 V DC,Interval,4/20/2026 23:15:50.5
174,9.807 V DC,4/20/2026 23:15:50.5,0:01:00.0,4/20/2026 23:16:10.8,9.818 V DC,9.799 V DC,4/20/2026 23:16:29.5,9.720 V DC,Interval,4/20/2026 23:16:50.5
175,9.817 V DC,4/20/2026 23:16:50.5,0:01:00.1,4/20/2026 23:16:50.7,9.818 V DC,9.799 V DC,4/20/2026 23:17:17.5,9.727 V DC,Interval,4/20/2026 23:17:50.5
176,9.815 V DC,4/20/2026 23:17:50.5,0:01:00.0,4/20/2026 23:18:15.6,9.816 V DC,9.798 V DC,4/20/2026 23:18:29.1,9.723 V DC,Interval,4/20/2026 23:18:50.5
177,9.810 V DC,4/20/2026 23:18:50.5,0:01:00.1,4/20/2026 23:18:55.2,9.813 V DC,9.795 V DC,4/20/2026 23:19:27.6,9.717 V DC,Interval,4/20/2026 23:19:50.6
178,9.800 V DC,4/20/2026 23:19:50.6,0:01:00.0,4/20/2026 23:20:03.3,9.813 V DC,9.794 V DC,4/20/2026 23:20:27.0,9.717 V DC,Interval,4/20/2026 23:20:50.5
179,9.808 V DC,4/20/2026 23:20:50.5,0:01:00.0,4/20/2026 23:21:15.6,9.811 V DC,9.792 V DC,4/20/2026 23:21:39.5,9.717 V DC,Interval,4/20/2026 23:21:50.5
180,9.807 V DC,4/20/2026 23:21:50.5,0:01:00.1,4/20/2026 23:21:53.9,9.810 V DC,9.792 V DC,4/20/2026 23:22:27.0,9.718 V DC,Interval,4/20/2026 23:22:50.5
181,9.809 V DC,4/20/2026 23:22:50.5,0:00:03.3,4/20/2026 23:22:50.5,9.809 V DC,9.788 V DC,4/20/2026 23:22:53.7,9.718 V DC,Stable,4/20/2026 23:22:53.9
182,9.709 V DC,4/20/2026 23:22:53.9,0:00:56.6,4/20/2026 23:23:16.7,9.808 V DC,9.789 V DC,4/20/2026 23:22:53.9,9.709 V DC,Interval,4/20/2026 23:23:50.5
183,9.757 V DC,4/20/2026 23:23:50.5,0:01:00.1,4/20/2026 23:24:33.3,9.807 V DC,9.790 V DC,4/20/2026 23:24:30.8,9.721 V DC,Interval,4/20/2026 23:24:50.6
184,9.783 V DC,4/20/2026 23:24:50.6,0:01:00.3,4/20/2026 23:25:41.0,9.806 V DC,9.788 V DC,4/20/2026 23:24:57.3,9.710 V DC,Interval,4/20/2026 23:25:50.8
185,9.794 V DC,4/20/2026 23:25:50.8,0:00:59.8,4/20/2026 23:26:14.0,9.805 V DC,9.788 V DC,4/20/2026 23:26:15.3,9.710 V DC,Interval,4/20/2026 23:26:50.6
186,9.803 V DC,4/20/2026 23:26:50.6,0:01:00.0,4/20/2026 23:27:01.3,9.804 V DC,9.786 V DC,4/20/2026 23:27:44.8,9.713 V DC,Interval,4/20/2026 23:27:50.5
187,9.797 V DC,4/20/2026 23:27:50.5,0:01:00.0,4/20/2026 23:28:11.2,9.803 V DC,9.785 V DC,4/20/2026 23:28:16.2,9.708 V DC,Interval,4/20/2026 23:28:50.5
188,9.756 V DC,4/20/2026 23:28:50.5,0:01:00.1,4/20/2026 23:28:55.3,9.802 V DC,9.783 V DC,4/20/2026 23:29:00.8,9.703 V DC,Interval,4/20/2026 23:29:50.6
189,9.736 V DC,4/20/2026 23:29:50.6,0:01:00.0,4/20/2026 23:30:06.7,9.800 V DC,9.782 V DC,4/20/2026 23:30:00.4,9.708 V DC,Interval,4/20/2026 23:30:50.5
190,9.734 V DC,4/20/2026 23:30:50.5,0:01:00.1,4/20/2026 23:31:03.7,9.798 V DC,9.781 V DC,4/20/2026 23:30:51.8,9.699 V DC,Interval,4/20/2026 23:31:50.6
191,9.786 V DC,4/20/2026 23:31:50.6,0:01:00.0,4/20/2026 23:32:14.8,9.798 V DC,9.781 V DC,4/20/2026 23:31:51.0,9.699 V DC,Interval,4/20/2026 23:32:50.5
192,9.787 V DC,4/20/2026 23:32:50.5,0:01:00.0,4/20/2026 23:32:57.8,9.796 V DC,9.778 V DC,4/20/2026 23:33:44.0,9.692 V DC,Interval,4/20/2026 23:33:50.5
193,9.756 V DC,4/20/2026 23:33:50.5,0:01:00.1,4/20/2026 23:33:58.7,9.796 V DC,9.779 V DC,4/20/2026 23:34:49.3,9.698 V DC,Interval,4/20/2026 23:34:50.6
194,9.752 V DC,4/20/2026 23:34:50.6,0:01:00.0,4/20/2026 23:34:57.2,9.795 V DC,9.776 V DC,4/20/2026 23:35:35.6,9.692 V DC,Interval,4/20/2026 23:35:50.5
195,9.767 V DC,4/20/2026 23:35:50.5,0:01:00.1,4/20/2026 23:35:52.5,9.793 V DC,9.775 V DC,4/20/2026 23:36:02.1,9.692 V DC,Interval,4/20/2026 23:36:50.6
196,9.789 V DC,4/20/2026 23:36:50.6,0:01:00.0,4/20/2026 23:37:04.2,9.793 V DC,9.775 V DC,4/20/2026 23:37:50.3,9.698 V DC,Interval,4/20/2026 23:37:50.5
197,9.786 V DC,4/20/2026 23:37:50.5,0:01:00.0,4/20/2026 23:38:02.6,9.791 V DC,9.773 V DC,4/20/2026 23:37:52.6,9.693 V DC,Interval,4/20/2026 23:38:50.5
198,9.788 V DC,4/20/2026 23:38:50.5,0:01:00.1,4/20/2026 23:39:12.9,9.790 V DC,9.772 V DC,4/20/2026 23:39:28.7,9.698 V DC,Interval,4/20/2026 23:39:50.6
199,9.787 V DC,4/20/2026 23:39:50.6,0:01:00.0,4/20/2026 23:39:54.2,9.789 V DC,9.772 V DC,4/20/2026 23:39:58.0,9.686 V DC,Interval,4/20/2026 23:40:50.5
200,9.784 V DC,4/20/2026 23:40:50.5,0:01:00.1,4/20/2026 23:41:06.4,9.788 V DC,9.770 V DC,4/20/2026 23:41:30.3,9.690 V DC,Interval,4/20/2026 23:41:50.6
201,9.777 V DC,4/20/2026 23:41:50.6,0:01:00.0,4/20/2026 23:41:56.2,9.786 V DC,9.770 V DC,4/20/2026 23:42:29.6,9.697 V DC,Interval,4/20/2026 23:42:50.5
202,9.782 V DC,4/20/2026 23:42:50.5,0:01:00.0,4/20/2026 23:43:11.9,9.786 V DC,9.768 V DC,4/20/2026 23:43:13.4,9.693 V DC,Interval,4/20/2026 23:43:50.5
203,9.741 V DC,4/20/2026 23:43:50.5,0:01:00.1,4/20/2026 23:44:10.1,9.784 V DC,9.766 V DC,4/20/2026 23:44:13.4,9.684 V DC,Interval,4/20/2026 23:44:50.6
204,9.774 V DC,4/20/2026 23:44:50.6,0:01:00.0,4/20/2026 23:45:12.1,9.784 V DC,9.768 V DC,4/20/2026 23:45:10.2,9.693 V DC,Interval,4/20/2026 23:45:50.5
205,9.749 V DC,4/20/2026 23:45:50.5,0:01:00.1,4/20/2026 23:45:54.7,9.783 V DC,9.766 V DC,4/20/2026 23:46:37.5,9.684 V DC,Interval,4/20/2026 23:46:50.6
206,9.733 V DC,4/20/2026 23:46:50.6,0:01:00.0,4/20/2026 23:47:05.2,9.783 V DC,9.765 V DC,4/20/2026 23:47:39.7,9.692 V DC,Interval,4/20/2026 23:47:50.5
207,9.720 V DC,4/20/2026 23:47:50.5,0:01:00.0,4/20/2026 23:48:17.0,9.781 V DC,9.765 V DC,4/20/2026 23:48:39.5,9.686 V DC,Interval,4/20/2026 23:48:50.5
208,9.767 V DC,4/20/2026 23:48:50.5,0:01:00.1,4/20/2026 23:49:09.6,9.780 V DC,9.763 V DC,4/20/2026 23:48:56.7,9.690 V DC,Interval,4/20/2026 23:49:50.6
209,9.774 V DC,4/20/2026 23:49:50.6,0:01:00.0,4/20/2026 23:50:06.4,9.778 V DC,9.760 V DC,4/20/2026 23:50:40.8,9.682 V DC,Interval,4/20/2026 23:50:50.5
210,9.775 V DC,4/20/2026 23:50:50.5,0:01:00.1,4/20/2026 23:51:09.5,9.779 V DC,9.762 V DC,4/20/2026 23:51:10.2,9.689 V DC,Interval,4/20/2026 23:51:50.6
211,9.772 V DC,4/20/2026 23:51:50.6,0:01:00.0,4/20/2026 23:51:53.6,9.778 V DC,9.760 V DC,4/20/2026 23:51:58.7,9.686 V DC,Interval,4/20/2026 23:52:50.5
212,9.771 V DC,4/20/2026 23:52:50.5,0:01:00.0,4/20/2026 23:53:09.9,9.776 V DC,9.758 V DC,4/20/2026 23:53:23.8,9.680 V DC,Interval,4/20/2026 23:53:50.5
213,9.771 V DC,4/20/2026 23:53:50.5,0:00:38.3,4/20/2026 23:54:16.3,9.775 V DC,9.758 V DC,4/20/2026 23:54:00.2,9.684 V DC,Stable,4/20/2026 23:54:28.8
214,9.671 V DC,4/20/2026 23:54:28.8,0:00:21.7,4/20/2026 23:54:44.6,9.775 V DC,9.758 V DC,4/20/2026 23:54:28.8,9.671 V DC,Interval,4/20/2026 23:54:50.6
215,9.760 V DC,4/20/2026 23:54:50.6,0:01:00.0,4/20/2026 23:54:59.3,9.774 V DC,9.755 V DC,4/20/2026 23:55:15.3,9.680 V DC,Interval,4/20/2026 23:55:50.5
216,9.771 V DC,4/20/2026 23:55:50.5,0:01:00.1,4/20/2026 23:56:26.2,9.774 V DC,9.756 V DC,4/20/2026 23:56:33.0,9.679 V DC,Interval,4/20/2026 23:56:50.6
217,9.747 V DC,4/20/2026 23:56:50.6,0:01:00.0,4/20/2026 23:56:57.4,9.771 V DC,9.754 V DC,4/20/2026 23:57:24.8,9.675 V DC,Interval,4/20/2026 23:57:50.5
218,9.761 V DC,4/20/2026 23:57:50.5,0:01:00.0,4/20/2026 23:58:30.0,9.771 V DC,9.754 V DC,4/20/2026 23:57:54.0,9.671 V DC,Interval,4/20/2026 23:58:50.5
219,9.715 V DC,4/20/2026 23:58:50.5,0:01:00.1,4/20/2026 23:58:56.9,9.771 V DC,9.754 V DC,4/20/2026 23:59:45.4,9.677 V DC,Interval,4/20/2026 23:59:50.6
220,9.734 V DC,4/20/2026 23:59:50.6,0:01:00.4,4/20/2026 23:59:57.0,9.769 V DC,9.752 V DC,4/21/2026 0:00:05.0,9.673 V DC,Interval,4/21/2026 0:00:50.9
221,9.757 V DC,4/21/2026 0:00:50.9,0:00:59.7,4/21/2026 0:01:11.9,9.769 V DC,9.751 V DC,4/21/2026 0:01:47.5,9.672 V DC,Interval,4/21/2026 0:01:50.6
222,9.761 V DC,4/21/2026 0:01:50.6,0:00:00.1,4/21/2026 0:01:50.6,9.761 V DC,9.761 V DC,4/21/2026 0:01:50.6,9.761 V DC,Stable,4/21/2026 0:01:50.7
223,9.763 V DC,4/21/2026 0:01:50.7,0:00:00.0,, , ,, ,Logging Stopped,4/21/2026 0:01:50.7

,,V DC,,Average V DC
1,Sample,9.829,4/20/2026 21:14:51.1,9.83757142857143
1,Min,9.828,4/20/2026 21:14:51.4
1,Max,9.863,4/20/2026 21:14:54.5
2,Sample,8.988,4/20/2026 21:14:54.6,9.47796296296296
2,Max,10.027,4/20/2026 21:14:55.4
2,Min,8.754,4/20/2026 21:14:55.8
3,Sample,9.912,4/20/2026 21:14:57.4,9.9844
3,Min,9.912,4/20/2026 21:14:57.4
3,Max,10.027,4/20/2026 21:14:58.1
4,Sample,10.046,4/20/2026 21:14:58.4,10.06475
4,Min,9.969,4/20/2026 21:14:58.5
4,Max,10.107,4/20/2026 21:15:02.1
5,Sample,10.108,4/20/2026 21:15:02.4,10.1165809935205
5,Min,10.026,4/20/2026 21:15:08.1
5,Max,10.143,4/20/2026 21:15:43.2
6,Sample,10.116,4/20/2026 21:15:50.6,10.1205150684932
6,Max,10.142,4/20/2026 21:16:02.2
6,Min,10.038,4/20/2026 21:16:03.5
7,Sample,10.018,4/20/2026 21:16:28.5,10.018
7,Max,10.018,4/20/2026 21:16:28.5
7,Min,10.018,4/20/2026 21:16:28.5
8,Sample,10.12,4/20/2026 21:16:28.6,10.1217674418605
8,Max,10.141,4/20/2026 21:16:29.8
8,Min,10.027,4/20/2026 21:16:31.9
9,Sample,10.023,4/20/2026 21:16:33.3,10.1218502994012
9,Max,10.141,4/20/2026 21:16:35.9
9,Min,10.022,4/20/2026 21:16:47.6
10,Sample,10.127,4/20/2026 21:16:50.6,10.1180181818182
10,Max,10.138,4/20/2026 21:16:50.7
10,Min,10.041,4/20/2026 21:16:55.2
11,Sample,10.025,4/20/2026 21:16:56.1,10.1147312859885
11,Max,10.139,4/20/2026 21:17:02.7
11,Min,10.011,4/20/2026 21:17:04.3
12,Sample,10.066,4/20/2026 21:17:50.5,10.1103206239168
12,Max,10.135,4/20/2026 21:17:54.3
12,Min,10.014,4/20/2026 21:18:42.3
13,Sample,10.125,4/20/2026 21:18:50.6,10.1073896551724
13,Max,10.129,4/20/2026 21:18:50.9
13,Min,10.011,4/20/2026 21:19:35.7
14,Sample,10.119,4/20/2026 21:19:50.5,10.100798206278
14,Max,10.126,4/20/2026 21:19:50.9
14,Min,10.014,4/20/2026 21:20:06.2
15,Sample,10.01,4/20/2026 21:20:37.0,10.0979384615385
15,Max,10.121,4/20/2026 21:20:37.3
15,Min,9.982,4/20/2026 21:20:42.8
16,Sample,10.075,4/20/2026 21:20:50.5,10.0944739884393
16,Max,10.121,4/20/2026 21:21:03.0
16,Min,9.993,4/20/2026 21:21:37.2
17,Sample,9.725,4/20/2026 21:21:44.3,9.467
17,Min,8.762,4/20/2026 21:21:45.1
17,Max,9.974,4/20/2026 21:21:46.7
18,Sample,9.998,4/20/2026 21:21:46.8,10.0211891891892
18,Min,9.935,4/20/2026 21:21:47.5
18,Max,10.063,4/20/2026 21:21:50.3
19,Sample,10.045,4/20/2026 21:21:50.6,10.0755850694444
19,Min,9.954,4/20/2026 21:21:52.4
19,Max,10.101,4/20/2026 21:22:42.9
20,Sample,10.086,4/20/2026 21:22:50.5,10.0822706896552
20,Max,10.102,4/20/2026 21:22:57.7
20,Min,9.993,4/20/2026 21:23:14.9
21,Sample,10.083,4/20/2026 21:23:50.5,10.0800372670807
21,Min,9.997,4/20/2026 21:23:55.6
21,Max,10.101,4/20/2026 21:23:58.9
22,Sample,9.043,4/20/2026 21:24:07.5,9.39213636363636
22,Max,9.954,4/20/2026 21:24:08.0
22,Min,8.782,4/20/2026 21:24:08.2
23,Sample,9.969,4/20/2026 21:24:09.7,9.99753333333333
23,Min,9.913,4/20/2026 21:24:09.8
23,Max,10.04,4/20/2026 21:24:12.4
24,Sample,10.042,4/20/2026 21:24:12.7,10.03034375
24,Min,9.986,4/20/2026 21:24:12.9
24,Max,10.051,4/20/2026 21:24:14.5
25,Sample,9.221,4/20/2026 21:24:15.9,9.3308125
25,Max,9.923,4/20/2026 21:24:16.4
25,Min,8.787,4/20/2026 21:24:17.1
26,Sample,9.921,4/20/2026 21:24:18.0,9.97994
26,Min,9.877,4/20/2026 21:24:18.2
26,Max,10.026,4/20/2026 21:24:22.7
27,Sample,10.027,4/20/2026 21:24:23.0,10.0408045112782
27,Min,9.939,4/20/2026 21:24:24.1
27,Max,10.068,4/20/2026 21:24:48.6
28,Sample,10.042,4/20/2026 21:24:50.6,10.0563871527778
28,Min,9.979,4/20/2026 21:25:04.9
28,Max,10.076,4/20/2026 21:25:42.1
29,Sample,10.074,4/20/2026 21:25:50.5,10.058596187175
