FLUKE 289,  V1.16,  40810170 Douglas Hutchings

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Start Time,Stop Time,Elapsed Time,Interval,Total readings,Intervals,Input Events,Session Name
12/10/2025 11:17:58 AM,12/10/2025 7:49:42 PM,8:31:43,0:01:00,9123,512,8759,Motor 9
Max Time,Max,Average,Min,Min Time,Scaling,
12/10/2025 11:17:58 AM,10.151 V DC,7.480 V DC,1.3187 V DC,12/10/2025 6:20:37 PM,(none)

Reading,Sample,Start Time,Duration,Max Time,Max,Average,Min Time,Min,Description,Stop Time
1,10.151 V DC,12/10/2025 11:17:58.5,0:00:00.0,12/10/2025 11:17:58.5,10.151 V DC,10.151 V DC,12/10/2025 11:17:58.5,10.151 V DC,Stable,12/10/2025 11:17:58.5
2,  V DC,12/10/2025 11:17:58.5,0:00:00.6,12/10/2025 11:17:58.5,  V DC,  V DC,12/10/2025 11:17:58.5,  V DC,Stable,12/10/2025 11:17:59.0
3,10.151 V DC,12/10/2025 11:17:59.0,0:00:02.0,12/10/2025 11:17:59.0,10.151 V DC,10.151 V DC,12/10/2025 11:17:59.0,10.151 V DC,Stable,12/10/2025 11:18:01.1
4,9.891 V DC,12/10/2025 11:18:01.1,0:00:04.1,12/10/2025 11:18:02.7,9.942 V DC,9.300 V DC,12/10/2025 11:18:04.6,8.525 V DC,Unstable,12/10/2025 11:18:05.2
5,9.890 V DC,12/10/2025 11:18:05.2,0:00:01.5,12/10/2025 11:18:06.6,9.980 V DC,9.926 V DC,12/10/2025 11:18:05.6,9.822 V DC,Stable,12/10/2025 11:18:06.7
6,9.983 V DC,12/10/2025 11:18:06.7,0:00:00.2,12/10/2025 11:18:06.7,9.983 V DC,9.902 V DC,12/10/2025 11:18:06.8,9.821 V DC,Unstable,12/10/2025 11:18:06.9
7,9.950 V DC,12/10/2025 11:18:06.9,0:00:08.7,12/10/2025 11:18:14.7,10.066 V DC,10.025 V DC,12/10/2025 11:18:06.9,9.950 V DC,Stable,12/10/2025 11:18:15.5
8,10.068 V DC,12/10/2025 11:18:15.5,0:00:00.4,12/10/2025 11:18:15.5,10.068 V DC,9.987 V DC,12/10/2025 11:18:15.7,9.897 V DC,Unstable,12/10/2025 11:18:15.9
9,10.055 V DC,12/10/2025 11:18:15.9,0:00:01.7,12/10/2025 11:18:17.6,10.073 V DC,10.050 V DC,12/10/2025 11:18:16.1,9.982 V DC,Stable,12/10/2025 11:18:17.7
10,9.957 V DC,12/10/2025 11:18:17.7,0:00:40.9,12/10/2025 11:18:49.4,10.095 V DC,10.064 V DC,12/10/2025 11:18:17.7,9.957 V DC,Interval,12/10/2025 11:18:58.5
11,10.081 V DC,12/10/2025 11:18:58.5,0:00:02.6,12/10/2025 11:19:00.9,10.094 V DC,10.075 V DC,12/10/2025 11:18:59.9,10.032 V DC,Stable,12/10/2025 11:19:01.1
12,9.956 V DC,12/10/2025 11:19:01.1,0:00:00.2,12/10/2025 11:19:01.2,9.964 V DC,9.960 V DC,12/10/2025 11:19:01.1,9.956 V DC,Unstable,12/10/2025 11:19:01.3
13,10.076 V DC,12/10/2025 11:19:01.3,0:00:04.7,12/10/2025 11:19:03.0,10.098 V DC,10.083 V DC,12/10/2025 11:19:05.4,10.002 V DC,Stable,12/10/2025 11:19:06.1
14,9.962 V DC,12/10/2025 11:19:06.1,0:00:00.9,12/10/2025 11:19:06.5,10.089 V DC,10.016 V DC,12/10/2025 11:19:06.1,9.962 V DC,Unstable,12/10/2025 11:19:07.0
15,10.073 V DC,12/10/2025 11:19:07.0,0:00:21.7,12/10/2025 11:19:13.5,10.098 V DC,10.081 V DC,12/10/2025 11:19:25.6,9.990 V DC,Stable,12/10/2025 11:19:28.7
16,9.972 V DC,12/10/2025 11:19:28.7,0:00:00.3,12/10/2025 11:19:28.9,10.076 V DC,10.018 V DC,12/10/2025 11:19:28.7,9.972 V DC,Unstable,12/10/2025 11:19:29.0
17,10.089 V DC,12/10/2025 11:19:29.0,0:00:07.6,12/10/2025 11:19:35.8,10.100 V DC,10.082 V DC,12/10/2025 11:19:31.9,9.973 V DC,Stable,12/10/2025 11:19:36.6
18,9.156 V DC,12/10/2025 11:19:36.6,0:00:03.0,12/10/2025 11:19:37.2,9.919 V DC,9.078 V DC,12/10/2025 11:19:39.2,8.557 V DC,Unstable,12/10/2025 11:19:39.7
19,9.837 V DC,12/10/2025 11:19:39.7,0:00:01.7,12/10/2025 11:19:41.1,9.944 V DC,9.898 V DC,12/10/2025 11:19:39.7,9.837 V DC,Stable,12/10/2025 11:19:41.4
20,9.953 V DC,12/10/2025 11:19:41.4,0:00:00.9,12/10/2025 11:19:41.8,9.964 V DC,9.916 V DC,12/10/2025 11:19:42.1,9.802 V DC,Unstable,12/10/2025 11:19:42.3
21,9.960 V DC,12/10/2025 11:19:42.3,0:00:02.9,12/10/2025 11:19:44.8,10.011 V DC,9.993 V DC,12/10/2025 11:19:42.3,9.960 V DC,Stable,12/10/2025 11:19:45.2
22,9.011 V DC,12/10/2025 11:19:45.2,0:00:03.7,12/10/2025 11:19:45.8,9.858 V DC,9.203 V DC,12/10/2025 11:19:47.8,8.518 V DC,Unstable,12/10/2025 11:19:48.9
23,9.835 V DC,12/10/2025 11:19:48.9,0:00:03.3,12/10/2025 11:19:51.4,9.937 V DC,9.904 V DC,12/10/2025 11:19:48.9,9.835 V DC,Stable,12/10/2025 11:19:52.2
24,8.610 V DC,12/10/2025 11:19:52.2,0:00:02.6,12/10/2025 11:19:52.5,9.792 V DC,9.072 V DC,12/10/2025 11:19:54.4,8.480 V DC,Unstable,12/10/2025 11:19:54.9
25,9.729 V DC,12/10/2025 11:19:54.9,0:00:01.1,12/10/2025 11:19:55.8,9.815 V DC,9.769 V DC,12/10/2025 11:19:55.1,9.716 V DC,Stable,12/10/2025 11:19:56.0
26,9.826 V DC,12/10/2025 11:19:56.0,0:00:02.5,12/10/2025 11:19:58.1,9.887 V DC,9.845 V DC,12/10/2025 11:19:56.3,9.777 V DC,Interval,12/10/2025 11:19:58.5
27,9.890 V DC,12/10/2025 11:19:58.5,0:00:19.7,12/10/2025 11:20:17.6,9.990 V DC,9.942 V DC,12/10/2025 11:20:14.0,9.817 V DC,Stable,12/10/2025 11:20:18.2
28,9.992 V DC,12/10/2025 11:20:18.2,0:00:40.3,12/10/2025 11:20:56.3,10.026 V DC,9.996 V DC,12/10/2025 11:20:22.1,9.869 V DC,Interval,12/10/2025 11:20:58.5
29,10.026 V DC,12/10/2025 11:20:58.5,0:01:00.0,12/10/2025 11:21:26.5,10.036 V DC,10.015 V DC,12/10/2025 11:21:39.8,9.918 V DC,Interval,12/10/2025 11:21:58.5
30,10.035 V DC,12/10/2025 11:21:58.5,0:00:16.4,12/10/2025 11:22:09.1,10.038 V DC,10.019 V DC,12/10/2025 11:22:07.5,9.964 V DC,Stable,12/10/2025 11:22:14.9
31,9.919 V DC,12/10/2025 11:22:14.9,0:00:00.8,12/10/2025 11:22:15.6,10.033 V DC,9.996 V DC,12/10/2025 11:22:14.9,9.919 V DC,Unstable,12/10/2025 11:22:15.7
32,10.034 V DC,12/10/2025 11:22:15.7,0:00:03.3,12/10/2025 11:22:18.6,10.041 V DC,10.034 V DC,12/10/2025 11:22:16.0,9.968 V DC,Stable,12/10/2025 11:22:19.0
33,9.002 V DC,12/10/2025 11:22:19.0,0:00:02.8,12/10/2025 11:22:19.6,9.885 V DC,9.062 V DC,12/10/2025 11:22:21.5,8.558 V DC,Unstable,12/10/2025 11:22:21.8
34,9.740 V DC,12/10/2025 11:22:21.8,0:00:01.3,12/10/2025 11:22:22.6,9.826 V DC,9.785 V DC,12/10/2025 11:22:21.8,9.740 V DC,Stable,12/10/2025 11:22:23.2
35,9.885 V DC,12/10/2025 11:22:23.2,0:00:02.5,12/10/2025 11:22:25.3,9.939 V DC,9.918 V DC,12/10/2025 11:22:23.2,9.885 V DC,Stable,12/10/2025 11:22:25.7
36,9.379 V DC,12/10/2025 11:22:25.7,0:00:03.5,12/10/2025 11:22:26.4,9.801 V DC,9.150 V DC,12/10/2025 11:22:28.3,8.494 V DC,Unstable,12/10/2025 11:22:29.2
37,9.785 V DC,12/10/2025 11:22:29.2,0:00:02.4,12/10/2025 11:22:31.1,9.860 V DC,9.817 V DC,12/10/2025 11:22:29.3,9.762 V DC,Stable,12/10/2025 11:22:31.6
38,9.873 V DC,12/10/2025 11:22:31.6,0:00:12.4,12/10/2025 11:22:42.9,9.952 V DC,9.909 V DC,12/10/2025 11:22:32.2,9.818 V DC,Stable,12/10/2025 11:22:44.0
39,9.954 V DC,12/10/2025 11:22:44.0,0:00:14.5,12/10/2025 11:22:57.1,9.976 V DC,9.952 V DC,12/10/2025 11:22:57.4,9.893 V DC,Interval,12/10/2025 11:22:58.5
40,9.933 V DC,12/10/2025 11:22:58.5,0:00:21.0,12/10/2025 11:23:18.8,9.994 V DC,9.972 V DC,12/10/2025 11:23:16.1,9.883 V DC,Stable,12/10/2025 11:23:19.5
41,8.926 V DC,12/10/2025 11:23:19.5,0:00:03.7,12/10/2025 11:23:20.1,9.852 V DC,9.221 V DC,12/10/2025 11:23:21.9,8.544 V DC,Unstable,12/10/2025 11:23:23.2
42,9.826 V DC,12/10/2025 11:23:23.2,0:00:03.7,12/10/2025 11:23:26.6,9.906 V DC,9.859 V DC,12/10/2025 11:23:23.3,9.791 V DC,Stable,12/10/2025 11:23:26.9
43,9.909 V DC,12/10/2025 11:23:26.9,0:00:07.4,12/10/2025 11:23:33.9,9.947 V DC,9.913 V DC,12/10/2025 11:23:27.1,9.798 V DC,Stable,12/10/2025 11:23:34.4
44,8.948 V DC,12/10/2025 11:23:34.4,0:00:03.2,12/10/2025 11:23:35.0,9.807 V DC,9.101 V DC,12/10/2025 11:23:36.9,8.524 V DC,Unstable,12/10/2025 11:23:37.6
45,9.758 V DC,12/10/2025 11:23:37.6,0:00:02.9,12/10/2025 11:23:40.4,9.858 V DC,9.812 V DC,12/10/2025 11:23:37.9,9.707 V DC,Stable,12/10/2025 11:23:40.5
46,9.861 V DC,12/10/2025 11:23:40.5,0:00:18.0,12/10/2025 11:23:58.4,9.938 V DC,9.894 V DC,12/10/2025 11:23:44.5,9.775 V DC,Interval,12/10/2025 11:23:58.5
47,9.938 V DC,12/10/2025 11:23:58.5,0:01:00.0,12/10/2025 11:24:45.6,9.967 V DC,9.938 V DC,12/10/2025 11:24:37.0,9.838 V DC,Interval,12/10/2025 11:24:58.5
48,9.958 V DC,12/10/2025 11:24:58.5,0:00:00.3,12/10/2025 11:24:58.7,9.966 V DC,9.963 V DC,12/10/2025 11:24:58.5,9.958 V DC,Unstable,12/10/2025 11:24:58.8
49,9.851 V DC,12/10/2025 11:24:58.8,0:00:31.5,12/10/2025 11:25:29.1,9.976 V DC,9.955 V DC,12/10/2025 11:25:02.3,9.811 V DC,Stable,12/10/2025 11:25:30.3
50,9.262 V DC,12/10/2025 11:25:30.3,0:00:03.5,12/10/2025 11:25:30.9,9.819 V DC,9.138 V DC,12/10/2025 11:25:32.9,8.508 V DC,Unstable,12/10/2025 11:25:33.8
51,9.790 V DC,12/10/2025 11:25:33.8,0:00:02.9,12/10/2025 11:25:36.2,9.875 V DC,9.842 V DC,12/10/2025 11:25:36.6,9.699 V DC,Stable,12/10/2025 11:25:36.7
52,8.789 V DC,12/10/2025 11:25:36.7,0:00:03.4,12/10/2025 11:25:37.3,9.758 V DC,9.091 V DC,12/10/2025 11:25:39.2,8.470 V DC,Unstable,12/10/2025 11:25:40.1
53,9.719 V DC,12/10/2025 11:25:40.1,0:00:02.9,12/10/2025 11:25:42.7,9.825 V DC,9.792 V DC,12/10/2025 11:25:40.1,9.719 V DC,Stable,12/10/2025 11:25:43.1
54,9.419 V DC,12/10/2025 11:25:43.1,0:00:03.4,12/10/2025 11:25:43.8,9.715 V DC,9.116 V DC,12/10/2025 11:25:45.7,8.433 V DC,Unstable,12/10/2025 11:25:46.5
55,9.689 V DC,12/10/2025 11:25:46.5,0:00:02.2,12/10/2025 11:25:48.6,9.775 V DC,9.720 V DC,12/10/2025 11:25:47.0,9.657 V DC,Stable,12/10/2025 11:25:48.7
56,9.778 V DC,12/10/2025 11:25:48.7,0:00:02.6,12/10/2025 11:25:50.8,9.815 V DC,9.796 V DC,12/10/2025 11:25:51.2,9.706 V DC,Stable,12/10/2025 11:25:51.3
57,8.764 V DC,12/10/2025 11:25:51.3,0:00:03.0,12/10/2025 11:25:51.9,9.699 V DC,8.969 V DC,12/10/2025 11:25:53.8,8.438 V DC,Unstable,12/10/2025 11:25:54.3
58,9.638 V DC,12/10/2025 11:25:54.3,0:00:01.5,12/10/2025 11:25:55.7,9.711 V DC,9.659 V DC,12/10/2025 11:25:54.4,9.607 V DC,Stable,12/10/2025 11:25:55.8
59,9.727 V DC,12/10/2025 11:25:55.8,0:00:02.7,12/10/2025 11:25:58.2,9.785 V DC,9.764 V DC,12/10/2025 11:25:55.8,9.727 V DC,Interval,12/10/2025 11:25:58.5
60,9.774 V DC,12/10/2025 11:25:58.5,0:00:03.6,12/10/2025 11:25:58.5,9.774 V DC,9.066 V DC,12/10/2025 11:26:01.3,8.413 V DC,Unstable,12/10/2025 11:26:02.2
61,9.658 V DC,12/10/2025 11:26:02.2,0:00:02.3,12/10/2025 11:26:04.2,9.732 V DC,9.680 V DC,12/10/2025 11:26:03.1,9.617 V DC,Stable,12/10/2025 11:26:04.5
62,9.738 V DC,12/10/2025 11:26:04.5,0:00:02.8,12/10/2025 11:26:06.9,9.777 V DC,9.761 V DC,12/10/2025 11:26:04.5,9.738 V DC,Stable,12/10/2025 11:26:07.3
63,8.893 V DC,12/10/2025 11:26:07.3,0:00:03.6,12/10/2025 11:26:07.9,9.656 V DC,9.042 V DC,12/10/2025 11:26:09.8,8.429 V DC,Unstable,12/10/2025 11:26:10.9
64,9.653 V DC,12/10/2025 11:26:10.9,0:00:03.6,12/10/2025 11:26:14.3,9.741 V DC,9.697 V DC,12/10/2025 11:26:11.0,9.637 V DC,Stable,12/10/2025 11:26:14.5
65,9.746 V DC,12/10/2025 11:26:14.5,0:00:09.4,12/10/2025 11:26:23.5,9.812 V DC,9.771 V DC,12/10/2025 11:26:14.8,9.712 V DC,Stable,12/10/2025 11:26:23.9
66,8.912 V DC,12/10/2025 11:26:23.9,0:00:03.6,12/10/2025 11:26:24.5,9.684 V DC,9.072 V DC,12/10/2025 11:26:26.4,8.442 V DC,Unstable,12/10/2025 11:26:27.5
67,9.666 V DC,12/10/2025 11:26:27.5,0:00:03.8,12/10/2025 11:26:31.1,9.753 V DC,9.712 V DC,12/10/2025 11:26:27.6,9.650 V DC,Stable,12/10/2025 11:26:31.3
68,9.756 V DC,12/10/2025 11:26:31.3,0:00:07.9,12/10/2025 11:26:38.9,9.805 V DC,9.769 V DC,12/10/2025 11:26:33.7,9.696 V DC,Stable,12/10/2025 11:26:39.3
69,9.403 V DC,12/10/2025 11:26:39.3,0:00:03.3,12/10/2025 11:26:40.0,9.688 V DC,9.028 V DC,12/10/2025 11:26:41.9,8.434 V DC,Unstable,12/10/2025 11:26:42.6
70,9.639 V DC,12/10/2025 11:26:42.6,0:00:02.1,12/10/2025 11:26:44.5,9.711 V DC,9.676 V DC,12/10/2025 11:26:42.7,9.605 V DC,Stable,12/10/2025 11:26:44.7
71,9.719 V DC,12/10/2025 11:26:44.7,0:00:05.2,12/10/2025 11:26:49.5,9.777 V DC,9.750 V DC,12/10/2025 11:26:45.0,9.694 V DC,Stable,12/10/2025 11:26:50.0
72,9.157 V DC,12/10/2025 11:26:50.0,0:00:03.4,12/10/2025 11:26:50.6,9.643 V DC,9.021 V DC,12/10/2025 11:26:52.6,8.414 V DC,Unstable,12/10/2025 11:26:53.4
73,9.629 V DC,12/10/2025 11:26:53.4,0:00:04.3,12/10/2025 11:26:57.0,9.728 V DC,9.684 V DC,12/10/2025 11:26:53.7,9.615 V DC,Stable,12/10/2025 11:26:57.7
74,9.732 V DC,12/10/2025 11:26:57.7,0:00:00.8,12/10/2025 11:26:58.2,9.739 V DC,9.724 V DC,12/10/2025 11:26:58.0,9.687 V DC,Interval,12/10/2025 11:26:58.5
75,9.734 V DC,12/10/2025 11:26:58.5,0:00:10.2,12/10/2025 11:27:08.1,9.791 V DC,9.754 V DC,12/10/2025 11:27:08.6,9.670 V DC,Stable,12/10/2025 11:27:08.7
76,8.764 V DC,12/10/2025 11:27:08.7,0:00:03.7,12/10/2025 11:27:09.3,9.673 V DC,9.012 V DC,12/10/2025 11:27:11.1,8.423 V DC,Unstable,12/10/2025 11:27:12.4
77,9.659 V DC,12/10/2025 11:27:12.4,0:00:03.3,12/10/2025 11:27:15.2,9.729 V DC,9.697 V DC,12/10/2025 11:27:12.6,9.572 V DC,Stable,12/10/2025 11:27:15.7
78,8.728 V DC,12/10/2025 11:27:15.7,0:00:03.5,12/10/2025 11:27:16.3,9.622 V DC,9.005 V DC,12/10/2025 11:27:18.2,8.393 V DC,Unstable,12/10/2025 11:27:19.2
79,9.609 V DC,12/10/2025 11:27:19.2,0:00:03.5,12/10/2025 11:27:22.7,9.702 V DC,9.653 V DC,12/10/2025 11:27:20.5,9.582 V DC,Stable,12/10/2025 11:27:22.8
80,9.704 V DC,12/10/2025 11:27:22.8,0:00:04.4,12/10/2025 11:27:23.3,9.710 V DC,9.178 V DC,12/10/2025 11:27:26.3,8.398 V DC,Unstable,12/10/2025 11:27:27.2
81,9.585 V DC,12/10/2025 11:27:27.2,0:00:01.6,12/10/2025 11:27:28.7,9.649 V DC,9.600 V DC,12/10/2025 11:27:27.4,9.510 V DC,Stable,12/10/2025 11:27:28.8
82,9.651 V DC,12/10/2025 11:27:28.8,0:00:02.1,12/10/2025 11:27:30.5,9.682 V DC,9.669 V DC,12/10/2025 11:27:28.8,9.651 V DC,Stable,12/10/2025 11:27:30.9
83,8.763 V DC,12/10/2025 11:27:30.9,0:00:03.7,12/10/2025 11:27:31.5,9.575 V DC,9.003 V DC,12/10/2025 11:27:33.4,8.369 V DC,Unstable,12/10/2025 11:27:34.6
84,9.580 V DC,12/10/2025 11:27:34.6,0:00:03.5,12/10/2025 11:27:37.6,9.655 V DC,9.613 V DC,12/10/2025 11:27:34.7,9.553 V DC,Stable,12/10/2025 11:27:38.1
85,9.664 V DC,12/10/2025 11:27:38.1,0:00:10.6,12/10/2025 11:27:48.6,9.732 V DC,9.691 V DC,12/10/2025 11:27:38.8,9.607 V DC,Stable,12/10/2025 11:27:48.7
86,9.733 V DC,12/10/2025 11:27:48.7,0:00:02.4,12/10/2025 11:27:50.5,9.742 V DC,9.737 V DC,12/10/2025 11:27:50.9,9.729 V DC,Stable,12/10/2025 11:27:51.1
87,8.840 V DC,12/10/2025 11:27:51.1,0:00:03.7,12/10/2025 11:27:51.7,9.622 V DC,9.038 V DC,12/10/2025 11:27:53.7,8.406 V DC,Unstable,12/10/2025 11:27:54.8
88,9.597 V DC,12/10/2025 11:27:54.8,0:00:03.6,12/10/2025 11:27:58.4,9.691 V DC,9.654 V DC,12/10/2025 11:27:55.0,9.569 V DC,Interval,12/10/2025 11:27:58.5
89,9.686 V DC,12/10/2025 11:27:58.5,0:00:03.6,12/10/2025 11:27:58.5,9.686 V DC,9.007 V DC,12/10/2025 11:28:01.4,8.364 V DC,Unstable,12/10/2025 11:28:02.1
90,9.553 V DC,12/10/2025 11:28:02.1,0:00:03.1,12/10/2025 11:28:05.0,9.646 V DC,9.602 V DC,12/10/2025 11:28:02.2,9.550 V DC,Stable,12/10/2025 11:28:05.2
91,9.650 V DC,12/10/2025 11:28:05.2,0:00:13.1,12/10/2025 11:28:17.7,9.722 V DC,9.680 V DC,12/10/2025 11:28:05.3,9.603 V DC,Stable,12/10/2025 11:28:18.3
92,9.723 V DC,12/10/2025 11:28:18.3,0:00:08.3,12/10/2025 11:28:26.3,9.744 V DC,9.717 V DC,12/10/2025 11:28:20.2,9.645 V DC,Stable,12/10/2025 11:28:26.6
93,9.572 V DC,12/10/2025 11:28:26.6,0:00:00.1,12/10/2025 11:28:26.6,9.572 V DC,9.572 V DC,12/10/2025 11:28:26.6,9.572 V DC,Unstable,12/10/2025 11:28:26.7
94,9.719 V DC,12/10/2025 11:28:26.7,0:00:02.9,12/10/2025 11:28:29.3,9.752 V DC,9.745 V DC,12/10/2025 11:28:26.7,9.719 V DC,Stable,12/10/2025 11:28:29.7
95,9.117 V DC,12/10/2025 11:28:29.7,0:00:03.5,12/10/2025 11:28:30.3,9.620 V DC,9.015 V DC,12/10/2025 11:28:32.3,8.396 V DC,Unstable,12/10/2025 11:28:33.2
96,9.601 V DC,12/10/2025 11:28:33.2,0:00:03.5,12/10/2025 11:28:36.3,9.687 V DC,9.654 V DC,12/10/2025 11:28:33.5,9.553 V DC,Stable,12/10/2025 11:28:36.7
97,8.874 V DC,12/10/2025 11:28:36.7,0:00:03.7,12/10/2025 11:28:37.3,9.573 V DC,8.937 V DC,12/10/2025 11:28:39.3,8.357 V DC,Unstable,12/10/2025 11:28:40.4
98,9.581 V DC,12/10/2025 11:28:40.4,0:00:03.8,12/10/2025 11:28:44.1,9.662 V DC,9.615 V DC,12/10/2025 11:28:40.7,9.541 V DC,Stable,12/10/2025 11:28:44.2
99,9.664 V DC,12/10/2025 11:28:44.2,0:00:01.3,12/10/2025 11:28:45.1,9.673 V DC,9.666 V DC,12/10/2025 11:28:45.4,9.645 V DC,Stable,12/10/2025 11:28:45.5
100,8.734 V DC,12/10/2025 11:28:45.5,0:00:03.2,12/10/2025 11:28:46.2,9.565 V DC,8.910 V DC,12/10/2025 11:28:48.1,8.360 V DC,Unstable,12/10/2025 11:28:48.8
101,9.517 V DC,12/10/2025 11:28:48.8,0:00:02.0,12/10/2025 11:28:50.7,9.613 V DC,9.568 V DC,12/10/2025 11:28:49.5,9.513 V DC,Stable,12/10/2025 11:28:50.8
102,9.615 V DC,12/10/2025 11:28:50.8,0:00:02.2,12/10/2025 11:28:52.2,9.639 V DC,9.628 V DC,12/10/2025 11:28:50.8,9.615 V DC,Stable,12/10/2025 11:28:53.0
103,8.718 V DC,12/10/2025 11:28:53.0,0:00:03.3,12/10/2025 11:28:53.2,9.530 V DC,9.015 V DC,12/10/2025 11:28:55.2,8.329 V DC,Unstable,12/10/2025 11:28:56.3
104,9.540 V DC,12/10/2025 11:28:56.3,0:00:02.2,12/10/2025 11:28:58.4,9.599 V DC,9.566 V DC,12/10/2025 11:28:56.4,9.528 V DC,Interval,12/10/2025 11:28:58.5
105,9.557 V DC,12/10/2025 11:28:58.5,0:00:09.1,12/10/2025 11:29:07.1,9.670 V DC,9.631 V DC,12/10/2025 11:28:58.5,9.557 V DC,Stable,12/10/2025 11:29:07.6
106,9.674 V DC,12/10/2025 11:29:07.6,0:00:05.5,12/10/2025 11:29:12.8,9.690 V DC,9.665 V DC,12/10/2025 11:29:13.0,9.589 V DC,Stable,12/10/2025 11:29:13.1
107,9.538 V DC,12/10/2025 11:29:13.1,0:00:00.1,12/10/2025 11:29:13.1,9.538 V DC,9.538 V DC,12/10/2025 11:29:13.1,9.538 V DC,Unstable,12/10/2025 11:29:13.2
108,9.660 V DC,12/10/2025 11:29:13.2,0:00:02.9,12/10/2025 11:29:15.4,9.701 V DC,9.694 V DC,12/10/2025 11:29:13.2,9.660 V DC,Stable,12/10/2025 11:29:16.1
109,9.341 V DC,12/10/2025 11:29:16.1,0:00:03.3,12/10/2025 11:29:16.8,9.593 V DC,9.024 V DC,12/10/2025 11:29:18.7,8.372 V DC,Unstable,12/10/2025 11:29:19.5
110,9.549 V DC,12/10/2025 11:29:19.5,0:00:02.6,12/10/2025 11:29:22.0,9.631 V DC,9.586 V DC,12/10/2025 11:29:19.6,9.523 V DC,Stable,12/10/2025 11:29:22.1
111,9.633 V DC,12/10/2025 11:29:22.1,0:00:01.7,12/10/2025 11:29:23.4,9.650 V DC,9.642 V DC,12/10/2025 11:29:22.1,9.633 V DC,Stable,12/10/2025 11:29:23.8
112,9.354 V DC,12/10/2025 11:29:23.8,0:00:03.5,12/10/2025 11:29:24.5,9.550 V DC,8.949 V DC,12/10/2025 11:29:26.4,8.344 V DC,Unstable,12/10/2025 11:29:27.3
113,9.522 V DC,12/10/2025 11:29:27.3,0:00:02.2,12/10/2025 11:29:29.4,9.587 V DC,9.549 V DC,12/10/2025 11:29:27.4,9.471 V DC,Stable,12/10/2025 11:29:29.5
114,9.596 V DC,12/10/2025 11:29:29.5,0:00:06.6,12/10/2025 11:29:35.7,9.657 V DC,9.619 V DC,12/10/2025 11:29:30.9,9.546 V DC,Stable,12/10/2025 11:29:36.2
115,9.332 V DC,12/10/2025 11:29:36.2,0:00:03.3,12/10/2025 11:29:36.9,9.554 V DC,8.917 V DC,12/10/2025 11:29:38.8,8.349 V DC,Unstable,12/10/2025 11:29:39.5
116,9.513 V DC,12/10/2025 11:29:39.5,0:00:03.0,12/10/2025 11:29:42.2,9.600 V DC,9.551 V DC,12/10/2025 11:29:39.7,9.493 V DC,Stable,12/10/2025 11:29:42.5
117,9.601 V DC,12/10/2025 11:29:42.5,0:00:03.5,12/10/2025 11:29:45.4,9.637 V DC,9.621 V DC,12/10/2025 11:29:45.9,9.540 V DC,Stable,12/10/2025 11:29:46.0
118,8.661 V DC,12/10/2025 11:29:46.0,0:00:03.2,12/10/2025 11:29:46.6,9.534 V DC,8.887 V DC,12/10/2025 11:29:48.5,8.339 V DC,Unstable,12/10/2025 11:29:49.2
119,9.502 V DC,12/10/2025 11:29:49.2,0:00:02.2,12/10/2025 11:29:51.3,9.581 V DC,9.540 V DC,12/10/2025 11:29:49.6,9.468 V DC,Stable,12/10/2025 11:29:51.4
120,9.583 V DC,12/10/2025 11:29:51.4,0:00:01.8,12/10/2025 11:29:52.9,9.604 V DC,9.595 V DC,12/10/2025 11:29:51.4,9.583 V DC,Stable,12/10/2025 11:29:53.3
121,9.400 V DC,12/10/2025 11:29:53.3,0:00:03.4,12/10/2025 11:29:54.0,9.508 V DC,8.931 V DC,12/10/2025 11:29:55.9,8.317 V DC,Unstable,12/10/2025 11:29:56.7
122,9.486 V DC,12/10/2025 11:29:56.7,0:00:01.8,12/10/2025 11:29:58.4,9.556 V DC,9.522 V DC,12/10/2025 11:29:56.9,9.456 V DC,Interval,12/10/2025 11:29:58.5
123,9.558 V DC,12/10/2025 11:29:58.5,0:00:01.7,12/10/2025 11:29:59.8,9.581 V DC,9.571 V DC,12/10/2025 11:29:58.5,9.558 V DC,Stable,12/10/2025 11:30:00.2
124,8.991 V DC,12/10/2025 11:30:00.2,0:00:03.4,12/10/2025 11:30:00.8,9.469 V DC,8.874 V DC,12/10/2025 11:30:02.8,8.300 V DC,Unstable,12/10/2025 11:30:03.6
125,9.466 V DC,12/10/2025 11:30:03.6,0:00:02.9,12/10/2025 11:30:06.1,9.556 V DC,9.527 V DC,12/10/2025 11:30:03.6,9.466 V DC,Stable,12/10/2025 11:30:06.5
126,8.819 V DC,12/10/2025 11:30:06.5,0:00:03.4,12/10/2025 11:30:07.1,9.454 V DC,8.918 V DC,12/10/2025 11:30:09.2,8.281 V DC,Unstable,12/10/2025 11:30:10.0
127,9.453 V DC,12/10/2025 11:30:10.0,0:00:02.6,12/10/2025 11:30:12.4,9.532 V DC,9.487 V DC,12/10/2025 11:30:10.2,9.422 V DC,Stable,12/10/2025 11:30:12.6
128,9.538 V DC,12/10/2025 11:30:12.6,0:00:13.2,12/10/2025 11:30:25.4,9.622 V DC,9.576 V DC,12/10/2025 11:30:14.7,9.503 V DC,Stable,12/10/2025 11:30:25.7
129,9.624 V DC,12/10/2025 11:30:25.7,0:00:33.0,12/10/2025 11:30:58.0,9.681 V DC,9.641 V DC,12/10/2025 11:30:44.8,9.546 V DC,Interval,12/10/2025 11:30:58.7
