FLUKE 289,  V1.16,  40810170 Douglas Hutchings

To display full timestamps use Format Cells ‘m/d/y hh:mm:ss.0'

Start Time,Stop Time,Elapsed Time,Interval,Total readings,Intervals,Input Events,Session Name
12/3/2025 2:07:06 PM,12/3/2025 8:38:57 PM,6:31:50,0:00:20,6207,1176,5417,Motor 4
Max Time,Max,Average,Min,Min Time,Scaling,
12/3/2025 2:07:06 PM,8.519 V DC,8.081 V DC,-0.0075 V DC,12/3/2025 8:38:55 PM,(none)

Reading,Sample,Start Time,Duration,Max Time,Max,Average,Min Time,Min,Description,Stop Time
1287,8.277 V DC,12/3/2025 14:45:37.5,0:00:01.4,12/3/2025 14:45:38.8,8.325 V DC,8.302 V DC,12/3/2025 14:45:38.2,8.246 V DC,Stable,12/3/2025 14:45:38.9
1288,8.201 V DC,12/3/2025 14:45:38.9,0:00:00.1,12/3/2025 14:45:38.9,8.201 V DC,8.201 V DC,12/3/2025 14:45:38.9,8.201 V DC,Unstable,12/3/2025 14:45:39.0
1289,8.308 V DC,12/3/2025 14:45:39.0,0:00:01.2,12/3/2025 14:45:39.4,8.322 V DC,8.293 V DC,12/3/2025 14:45:39.5,8.232 V DC,Stable,12/3/2025 14:45:40.2
1290,8.179 V DC,12/3/2025 14:45:40.2,0:00:02.2,12/3/2025 14:45:41.4,8.322 V DC,8.269 V DC,12/3/2025 14:45:41.1,8.140 V DC,Unstable,12/3/2025 14:45:42.4
1291,8.309 V DC,12/3/2025 14:45:42.4,0:00:03.1,12/3/2025 14:45:42.8,8.329 V DC,8.296 V DC,12/3/2025 14:45:43.3,8.233 V DC,Interval,12/3/2025 14:45:45.6
1292,8.312 V DC,12/3/2025 14:45:45.6,0:00:08.0,12/3/2025 14:45:50.5,8.326 V DC,8.267 V DC,12/3/2025 14:45:47.6,8.062 V DC,Unstable,12/3/2025 14:45:53.6
1293,8.301 V DC,12/3/2025 14:45:53.6,0:00:01.7,12/3/2025 14:45:53.9,8.327 V DC,8.307 V DC,12/3/2025 14:45:55.0,8.248 V DC,Stable,12/3/2025 14:45:55.3
1294,8.129 V DC,12/3/2025 14:45:55.3,0:00:02.9,12/3/2025 14:45:56.8,8.317 V DC,8.244 V DC,12/3/2025 14:45:57.7,8.097 V DC,Unstable,12/3/2025 14:45:58.2
1295,8.298 V DC,12/3/2025 14:45:58.2,0:00:03.0,12/3/2025 14:46:00.3,8.324 V DC,8.285 V DC,12/3/2025 14:45:58.9,8.201 V DC,Stable,12/3/2025 14:46:01.2
1296,8.189 V DC,12/3/2025 14:46:01.2,0:00:01.3,12/3/2025 14:46:01.5,8.322 V DC,8.286 V DC,12/3/2025 14:46:01.2,8.189 V DC,Unstable,12/3/2025 14:46:02.6
1297,8.226 V DC,12/3/2025 14:46:02.6,0:00:01.8,12/3/2025 14:46:03.2,8.329 V DC,8.298 V DC,12/3/2025 14:46:03.7,8.187 V DC,Stable,12/3/2025 14:46:04.4
1298,8.181 V DC,12/3/2025 14:46:04.4,0:00:00.9,12/3/2025 14:46:04.5,8.290 V DC,8.207 V DC,12/3/2025 14:46:04.6,8.113 V DC,Unstable,12/3/2025 14:46:05.3
1299,8.312 V DC,12/3/2025 14:46:05.3,0:00:00.3,12/3/2025 14:46:05.5,8.314 V DC,8.298 V DC,12/3/2025 14:46:05.4,8.269 V DC,Interval,12/3/2025 14:46:05.6
1300,8.320 V DC,12/3/2025 14:46:05.6,0:00:00.8,12/3/2025 14:46:05.9,8.322 V DC,8.283 V DC,12/3/2025 14:46:06.3,8.190 V DC,Unstable,12/3/2025 14:46:06.4
1301,8.304 V DC,12/3/2025 14:46:06.4,0:00:01.2,12/3/2025 14:46:07.5,8.323 V DC,8.295 V DC,12/3/2025 14:46:06.8,8.238 V DC,Stable,12/3/2025 14:46:07.6
1302,8.157 V DC,12/3/2025 14:46:07.6,0:00:00.5,12/3/2025 14:46:07.8,8.318 V DC,8.139 V DC,12/3/2025 14:46:07.9,7.850 V DC,Unstable,12/3/2025 14:46:08.1
1303,8.274 V DC,12/3/2025 14:46:08.1,0:00:02.1,12/3/2025 14:46:09.0,8.325 V DC,8.295 V DC,12/3/2025 14:46:09.7,8.216 V DC,Stable,12/3/2025 14:46:10.2
1304,8.192 V DC,12/3/2025 14:46:10.2,0:00:00.1,12/3/2025 14:46:10.2,8.192 V DC,8.192 V DC,12/3/2025 14:46:10.2,8.192 V DC,Unstable,12/3/2025 14:46:10.3
1305,8.303 V DC,12/3/2025 14:46:10.3,0:00:01.0,12/3/2025 14:46:10.9,8.318 V DC,8.285 V DC,12/3/2025 14:46:10.7,8.214 V DC,Stable,12/3/2025 14:46:11.3
1306,8.175 V DC,12/3/2025 14:46:11.3,0:00:00.4,12/3/2025 14:46:11.4,8.272 V DC,8.165 V DC,12/3/2025 14:46:11.5,8.027 V DC,Unstable,12/3/2025 14:46:11.7
1307,8.290 V DC,12/3/2025 14:46:11.7,0:00:01.5,12/3/2025 14:46:13.1,8.323 V DC,8.291 V DC,12/3/2025 14:46:12.1,8.212 V DC,Stable,12/3/2025 14:46:13.2
1308,8.152 V DC,12/3/2025 14:46:13.2,0:00:02.8,12/3/2025 14:46:15.5,8.320 V DC,8.257 V DC,12/3/2025 14:46:14.0,7.990 V DC,Unstable,12/3/2025 14:46:16.0
1309,8.301 V DC,12/3/2025 14:46:16.0,0:00:07.7,12/3/2025 14:46:22.3,8.326 V DC,8.292 V DC,12/3/2025 14:46:19.0,8.193 V DC,Stable,12/3/2025 14:46:23.8
1310,8.164 V DC,12/3/2025 14:46:23.8,0:00:01.4,12/3/2025 14:46:24.7,8.321 V DC,8.268 V DC,12/3/2025 14:46:24.4,8.163 V DC,Unstable,12/3/2025 14:46:25.2
1311,8.307 V DC,12/3/2025 14:46:25.2,0:00:00.4,12/3/2025 14:46:25.3,8.319 V DC,8.300 V DC,12/3/2025 14:46:25.5,8.261 V DC,Interval,12/3/2025 14:46:25.6
1312,8.313 V DC,12/3/2025 14:46:25.6,0:00:07.1,12/3/2025 14:46:26.9,8.327 V DC,8.275 V DC,12/3/2025 14:46:29.5,8.118 V DC,Unstable,12/3/2025 14:46:32.7
1313,8.222 V DC,12/3/2025 14:46:32.7,0:00:01.8,12/3/2025 14:46:33.1,8.325 V DC,8.290 V DC,12/3/2025 14:46:34.0,8.176 V DC,Stable,12/3/2025 14:46:34.5
1314,8.142 V DC,12/3/2025 14:46:34.5,0:00:00.1,12/3/2025 14:46:34.5,8.142 V DC,8.142 V DC,12/3/2025 14:46:34.5,8.142 V DC,Unstable,12/3/2025 14:46:34.6
1315,8.294 V DC,12/3/2025 14:46:34.6,0:00:01.5,12/3/2025 14:46:36.1,8.325 V DC,8.298 V DC,12/3/2025 14:46:35.1,8.238 V DC,Stable,12/3/2025 14:46:36.2
1316,8.067 V DC,12/3/2025 14:46:36.2,0:00:00.2,12/3/2025 14:46:36.3,8.161 V DC,8.114 V DC,12/3/2025 14:46:36.2,8.067 V DC,Unstable,12/3/2025 14:46:36.4
1317,8.291 V DC,12/3/2025 14:46:36.4,0:00:01.2,12/3/2025 14:46:37.1,8.324 V DC,8.304 V DC,12/3/2025 14:46:36.7,8.224 V DC,Stable,12/3/2025 14:46:37.6
1318,8.214 V DC,12/3/2025 14:46:37.6,0:00:00.7,12/3/2025 14:46:37.8,8.320 V DC,8.271 V DC,12/3/2025 14:46:37.6,8.214 V DC,Unstable,12/3/2025 14:46:38.3
1319,8.309 V DC,12/3/2025 14:46:38.3,0:00:01.8,12/3/2025 14:46:38.8,8.329 V DC,8.311 V DC,12/3/2025 14:46:39.7,8.241 V DC,Stable,12/3/2025 14:46:40.1
1320,8.094 V DC,12/3/2025 14:46:40.1,0:00:03.0,12/3/2025 14:46:40.7,8.320 V DC,8.236 V DC,12/3/2025 14:46:41.1,7.997 V DC,Unstable,12/3/2025 14:46:43.1
1321,8.279 V DC,12/3/2025 14:46:43.1,0:00:01.6,12/3/2025 14:46:44.3,8.328 V DC,8.303 V DC,12/3/2025 14:46:44.4,8.234 V DC,Stable,12/3/2025 14:46:44.7
1322,8.207 V DC,12/3/2025 14:46:44.7,0:00:00.5,12/3/2025 14:46:45.0,8.324 V DC,8.273 V DC,12/3/2025 14:46:44.7,8.207 V DC,Unstable,12/3/2025 14:46:45.2
1323,8.309 V DC,12/3/2025 14:46:45.2,0:00:00.4,12/3/2025 14:46:45.3,8.322 V DC,8.305 V DC,12/3/2025 14:46:45.5,8.279 V DC,Interval,12/3/2025 14:46:45.6
1324,8.317 V DC,12/3/2025 14:46:45.6,0:00:01.2,12/3/2025 14:46:45.7,8.323 V DC,8.281 V DC,12/3/2025 14:46:46.7,8.184 V DC,Unstable,12/3/2025 14:46:46.8
1325,8.300 V DC,12/3/2025 14:46:46.8,0:00:01.3,12/3/2025 14:46:47.6,8.326 V DC,8.293 V DC,12/3/2025 14:46:47.1,8.245 V DC,Stable,12/3/2025 14:46:48.1
1326,8.001 V DC,12/3/2025 14:46:48.1,0:00:00.2,12/3/2025 14:46:48.2,8.211 V DC,8.106 V DC,12/3/2025 14:46:48.1,8.001 V DC,Unstable,12/3/2025 14:46:48.3
1327,8.294 V DC,12/3/2025 14:46:48.3,0:00:01.3,12/3/2025 14:46:49.2,8.329 V DC,8.310 V DC,12/3/2025 14:46:49.3,8.244 V DC,Stable,12/3/2025 14:46:49.6
1328,8.158 V DC,12/3/2025 14:46:49.6,0:00:02.4,12/3/2025 14:46:49.9,8.322 V DC,8.261 V DC,12/3/2025 14:46:50.9,8.125 V DC,Unstable,12/3/2025 14:46:52.0
1329,8.273 V DC,12/3/2025 14:46:52.0,0:00:01.7,12/3/2025 14:46:53.7,8.322 V DC,8.288 V DC,12/3/2025 14:46:53.0,8.209 V DC,Stable,12/3/2025 14:46:53.8
1330,8.113 V DC,12/3/2025 14:46:53.8,0:00:01.1,12/3/2025 14:46:54.7,8.323 V DC,8.251 V DC,12/3/2025 14:46:53.9,8.075 V DC,Unstable,12/3/2025 14:46:54.9
1331,8.305 V DC,12/3/2025 14:46:54.9,0:00:01.1,12/3/2025 14:46:55.1,8.321 V DC,8.301 V DC,12/3/2025 14:46:55.7,8.236 V DC,Stable,12/3/2025 14:46:56.0
1332,8.212 V DC,12/3/2025 14:46:56.0,0:00:02.0,12/3/2025 14:46:57.8,8.315 V DC,8.234 V DC,12/3/2025 14:46:56.1,7.951 V DC,Unstable,12/3/2025 14:46:58.0
1333,8.293 V DC,12/3/2025 14:46:58.0,0:00:01.9,12/3/2025 14:46:58.9,8.321 V DC,8.293 V DC,12/3/2025 14:46:59.4,8.236 V DC,Stable,12/3/2025 14:46:59.9
1334,8.074 V DC,12/3/2025 14:46:59.9,0:00:05.4,12/3/2025 14:47:03.9,8.324 V DC,8.266 V DC,12/3/2025 14:46:59.9,8.074 V DC,Unstable,12/3/2025 14:47:05.3
1335,8.288 V DC,12/3/2025 14:47:05.3,0:00:00.3,12/3/2025 14:47:05.4,8.306 V DC,8.297 V DC,12/3/2025 14:47:05.3,8.288 V DC,Interval,12/3/2025 14:47:05.6
1336,8.293 V DC,12/3/2025 14:47:05.6,0:00:02.0,12/3/2025 14:47:05.9,8.321 V DC,8.265 V DC,12/3/2025 14:47:06.1,8.131 V DC,Unstable,12/3/2025 14:47:07.6
1337,8.287 V DC,12/3/2025 14:47:07.6,0:00:01.1,12/3/2025 14:47:08.6,8.320 V DC,8.297 V DC,12/3/2025 14:47:08.2,8.264 V DC,Stable,12/3/2025 14:47:08.8
1338,8.185 V DC,12/3/2025 14:47:08.8,0:00:04.1,12/3/2025 14:47:11.0,8.324 V DC,8.267 V DC,12/3/2025 14:47:12.1,8.083 V DC,Unstable,12/3/2025 14:47:12.9
1339,8.289 V DC,12/3/2025 14:47:12.9,0:00:01.5,12/3/2025 14:47:14.2,8.319 V DC,8.292 V DC,12/3/2025 14:47:13.2,8.229 V DC,Stable,12/3/2025 14:47:14.4
1340,8.131 V DC,12/3/2025 14:47:14.4,0:00:00.1,12/3/2025 14:47:14.4,8.131 V DC,8.131 V DC,12/3/2025 14:47:14.4,8.131 V DC,Unstable,12/3/2025 14:47:14.5
1341,8.270 V DC,12/3/2025 14:47:14.5,0:00:03.0,12/3/2025 14:47:17.2,8.325 V DC,8.291 V DC,12/3/2025 14:47:16.0,8.214 V DC,Stable,12/3/2025 14:47:17.5
1342,8.150 V DC,12/3/2025 14:47:17.5,0:00:04.3,12/3/2025 14:47:20.8,8.318 V DC,8.248 V DC,12/3/2025 14:47:17.6,8.071 V DC,Unstable,12/3/2025 14:47:21.8
1343,8.280 V DC,12/3/2025 14:47:21.8,0:00:01.8,12/3/2025 14:47:23.2,8.323 V DC,8.301 V DC,12/3/2025 14:47:22.9,8.235 V DC,Stable,12/3/2025 14:47:23.6
1344,8.181 V DC,12/3/2025 14:47:23.6,0:00:01.8,12/3/2025 14:47:25.3,8.318 V DC,8.253 V DC,12/3/2025 14:47:23.9,8.108 V DC,Unstable,12/3/2025 14:47:25.4
1345,8.139 V DC,12/3/2025 14:47:25.4,0:00:00.1,12/3/2025 14:47:25.4,8.139 V DC,8.139 V DC,12/3/2025 14:47:25.4,8.139 V DC,Interval,12/3/2025 14:47:25.6
1346,8.293 V DC,12/3/2025 14:47:25.6,0:00:03.9,12/3/2025 14:47:26.7,8.321 V DC,8.267 V DC,12/3/2025 14:47:26.8,7.986 V DC,Unstable,12/3/2025 14:47:29.5
1347,8.304 V DC,12/3/2025 14:47:29.5,0:00:01.1,12/3/2025 14:47:30.5,8.325 V DC,8.312 V DC,12/3/2025 14:47:29.9,8.258 V DC,Stable,12/3/2025 14:47:30.6
1348,8.154 V DC,12/3/2025 14:47:30.6,0:00:00.4,12/3/2025 14:47:30.8,8.316 V DC,8.241 V DC,12/3/2025 14:47:30.6,8.154 V DC,Unstable,12/3/2025 14:47:31.0
1349,8.301 V DC,12/3/2025 14:47:31.0,0:00:01.2,12/3/2025 14:47:31.5,8.325 V DC,8.302 V DC,12/3/2025 14:47:32.0,8.248 V DC,Stable,12/3/2025 14:47:32.2
1350,8.152 V DC,12/3/2025 14:47:32.2,0:00:00.1,12/3/2025 14:47:32.2,8.152 V DC,8.152 V DC,12/3/2025 14:47:32.2,8.152 V DC,Unstable,12/3/2025 14:47:32.3
1351,8.292 V DC,12/3/2025 14:47:32.3,0:00:01.0,12/3/2025 14:47:32.4,8.313 V DC,8.283 V DC,12/3/2025 14:47:32.5,8.234 V DC,Stable,12/3/2025 14:47:33.3
1352,8.192 V DC,12/3/2025 14:47:33.3,0:00:00.4,12/3/2025 14:47:33.5,8.314 V DC,8.248 V DC,12/3/2025 14:47:33.3,8.192 V DC,Unstable,12/3/2025 14:47:33.7
1353,8.302 V DC,12/3/2025 14:47:33.7,0:00:01.8,12/3/2025 14:47:34.1,8.319 V DC,8.290 V DC,12/3/2025 14:47:34.2,8.222 V DC,Stable,12/3/2025 14:47:35.5
1354,8.208 V DC,12/3/2025 14:47:35.5,0:00:00.4,12/3/2025 14:47:35.7,8.316 V DC,8.252 V DC,12/3/2025 14:47:35.8,8.179 V DC,Unstable,12/3/2025 14:47:35.9
1355,8.299 V DC,12/3/2025 14:47:35.9,0:00:01.0,12/3/2025 14:47:36.1,8.319 V DC,8.293 V DC,12/3/2025 14:47:36.3,8.242 V DC,Stable,12/3/2025 14:47:36.9
1356,8.150 V DC,12/3/2025 14:47:36.9,0:00:00.8,12/3/2025 14:47:37.5,8.315 V DC,8.246 V DC,12/3/2025 14:47:37.6,8.091 V DC,Unstable,12/3/2025 14:47:37.7
1357,8.275 V DC,12/3/2025 14:47:37.7,0:00:01.2,12/3/2025 14:47:38.8,8.326 V DC,8.305 V DC,12/3/2025 14:47:38.0,8.226 V DC,Stable,12/3/2025 14:47:38.9
1358,8.189 V DC,12/3/2025 14:47:38.9,0:00:01.2,12/3/2025 14:47:39.9,8.326 V DC,8.283 V DC,12/3/2025 14:47:38.9,8.189 V DC,Unstable,12/3/2025 14:47:40.1
1359,8.306 V DC,12/3/2025 14:47:40.1,0:00:01.1,12/3/2025 14:47:40.8,8.319 V DC,8.298 V DC,12/3/2025 14:47:40.9,8.244 V DC,Stable,12/3/2025 14:47:41.2
1360,8.137 V DC,12/3/2025 14:47:41.2,0:00:03.4,12/3/2025 14:47:44.5,8.316 V DC,8.248 V DC,12/3/2025 14:47:41.6,8.059 V DC,Unstable,12/3/2025 14:47:44.7
1361,8.224 V DC,12/3/2025 14:47:44.7,0:00:01.2,12/3/2025 14:47:45.3,8.317 V DC,8.281 V DC,12/3/2025 14:47:45.0,8.221 V DC,Interval,12/3/2025 14:47:45.9
1362,8.268 V DC,12/3/2025 14:47:45.9,0:00:01.3,12/3/2025 14:47:46.2,8.320 V DC,8.285 V DC,12/3/2025 14:47:46.6,8.212 V DC,Stable,12/3/2025 14:47:47.2
1363,8.196 V DC,12/3/2025 14:47:47.2,0:00:00.1,12/3/2025 14:47:47.2,8.196 V DC,8.196 V DC,12/3/2025 14:47:47.2,8.196 V DC,Unstable,12/3/2025 14:47:47.3
1364,8.295 V DC,12/3/2025 14:47:47.3,0:00:01.4,12/3/2025 14:47:48.5,8.319 V DC,8.288 V DC,12/3/2025 14:47:47.5,8.224 V DC,Stable,12/3/2025 14:47:48.7
1365,8.146 V DC,12/3/2025 14:47:48.7,0:00:00.7,12/3/2025 14:47:48.9,8.310 V DC,8.264 V DC,12/3/2025 14:47:48.7,8.146 V DC,Unstable,12/3/2025 14:47:49.4
1366,8.214 V DC,12/3/2025 14:47:49.4,0:00:01.9,12/3/2025 14:47:50.8,8.315 V DC,8.269 V DC,12/3/2025 14:47:50.5,8.160 V DC,Stable,12/3/2025 14:47:51.3
1367,8.317 V DC,12/3/2025 14:47:51.3,0:00:08.5,12/3/2025 14:47:55.1,8.321 V DC,8.267 V DC,12/3/2025 14:47:54.2,8.082 V DC,Unstable,12/3/2025 14:47:59.8
1368,8.300 V DC,12/3/2025 14:47:59.8,0:00:02.1,12/3/2025 14:48:00.8,8.317 V DC,8.290 V DC,12/3/2025 14:48:00.0,8.228 V DC,Stable,12/3/2025 14:48:01.9
1369,8.185 V DC,12/3/2025 14:48:01.9,0:00:00.5,12/3/2025 14:48:02.2,8.316 V DC,8.254 V DC,12/3/2025 14:48:02.3,8.161 V DC,Unstable,12/3/2025 14:48:02.4
1370,8.295 V DC,12/3/2025 14:48:02.4,0:00:01.0,12/3/2025 14:48:03.0,8.317 V DC,8.298 V DC,12/3/2025 14:48:03.1,8.250 V DC,Stable,12/3/2025 14:48:03.4
1371,8.217 V DC,12/3/2025 14:48:03.4,0:00:01.4,12/3/2025 14:48:04.2,8.321 V DC,8.256 V DC,12/3/2025 14:48:04.7,8.104 V DC,Unstable,12/3/2025 14:48:04.8
1372,8.278 V DC,12/3/2025 14:48:04.8,0:00:00.8,12/3/2025 14:48:05.5,8.315 V DC,8.289 V DC,12/3/2025 14:48:05.0,8.233 V DC,Interval,12/3/2025 14:48:05.6
1373,8.245 V DC,12/3/2025 14:48:05.6,0:00:01.0,12/3/2025 14:48:06.1,8.317 V DC,8.294 V DC,12/3/2025 14:48:05.6,8.245 V DC,Stable,12/3/2025 14:48:06.6
1374,8.180 V DC,12/3/2025 14:48:06.6,0:00:01.6,12/3/2025 14:48:06.8,8.311 V DC,8.241 V DC,12/3/2025 14:48:07.7,8.038 V DC,Unstable,12/3/2025 14:48:08.2
1375,8.260 V DC,12/3/2025 14:48:08.2,0:00:01.8,12/3/2025 14:48:09.6,8.319 V DC,8.296 V DC,12/3/2025 14:48:08.8,8.230 V DC,Stable,12/3/2025 14:48:10.0
1376,8.139 V DC,12/3/2025 14:48:10.0,0:00:07.0,12/3/2025 14:48:14.6,8.315 V DC,8.250 V DC,12/3/2025 14:48:15.6,7.973 V DC,Unstable,12/3/2025 14:48:17.1
1377,8.260 V DC,12/3/2025 14:48:17.1,0:00:01.2,12/3/2025 14:48:18.1,8.320 V DC,8.297 V DC,12/3/2025 14:48:17.5,8.211 V DC,Stable,12/3/2025 14:48:18.3
1378,8.085 V DC,12/3/2025 14:48:18.3,0:00:00.1,12/3/2025 14:48:18.3,8.085 V DC,8.085 V DC,12/3/2025 14:48:18.3,8.085 V DC,Unstable,12/3/2025 14:48:18.4
1379,8.274 V DC,12/3/2025 14:48:18.4,0:00:01.6,12/3/2025 14:48:19.5,8.318 V DC,8.293 V DC,12/3/2025 14:48:19.2,8.225 V DC,Stable,12/3/2025 14:48:20.0
1380,8.188 V DC,12/3/2025 14:48:20.0,0:00:01.5,12/3/2025 14:48:21.3,8.315 V DC,8.261 V DC,12/3/2025 14:48:20.7,8.117 V DC,Unstable,12/3/2025 14:48:21.5
1381,8.297 V DC,12/3/2025 14:48:21.5,0:00:01.3,12/3/2025 14:48:22.3,8.315 V DC,8.283 V DC,12/3/2025 14:48:22.0,8.215 V DC,Stable,12/3/2025 14:48:22.8
1382,8.148 V DC,12/3/2025 14:48:22.8,0:00:00.1,12/3/2025 14:48:22.8,8.148 V DC,8.148 V DC,12/3/2025 14:48:22.8,8.148 V DC,Unstable,12/3/2025 14:48:22.9
1383,8.253 V DC,12/3/2025 14:48:22.9,0:00:01.0,12/3/2025 14:48:23.1,8.311 V DC,8.295 V DC,12/3/2025 14:48:22.9,8.253 V DC,Stable,12/3/2025 14:48:23.9
1384,8.173 V DC,12/3/2025 14:48:23.9,0:00:00.1,12/3/2025 14:48:23.9,8.173 V DC,8.173 V DC,12/3/2025 14:48:23.9,8.173 V DC,Unstable,12/3/2025 14:48:24.0
1385,8.293 V DC,12/3/2025 14:48:24.0,0:00:01.0,12/3/2025 14:48:24.9,8.315 V DC,8.291 V DC,12/3/2025 14:48:24.6,8.236 V DC,Stable,12/3/2025 14:48:25.0
1386,8.158 V DC,12/3/2025 14:48:25.0,0:00:00.1,12/3/2025 14:48:25.0,8.158 V DC,8.158 V DC,12/3/2025 14:48:25.0,8.158 V DC,Unstable,12/3/2025 14:48:25.1
1387,8.294 V DC,12/3/2025 14:48:25.1,0:00:00.5,12/3/2025 14:48:25.3,8.315 V DC,8.282 V DC,12/3/2025 14:48:25.4,8.223 V DC,Interval,12/3/2025 14:48:25.6
1388,8.307 V DC,12/3/2025 14:48:25.6,0:00:00.2,12/3/2025 14:48:25.6,8.307 V DC,8.241 V DC,12/3/2025 14:48:25.7,8.174 V DC,Unstable,12/3/2025 14:48:25.8
1389,8.295 V DC,12/3/2025 14:48:25.8,0:00:01.1,12/3/2025 14:48:26.2,8.312 V DC,8.287 V DC,12/3/2025 14:48:26.0,8.227 V DC,Stable,12/3/2025 14:48:26.9
1390,8.161 V DC,12/3/2025 14:48:26.9,0:00:01.6,12/3/2025 14:48:28.2,8.311 V DC,8.224 V DC,12/3/2025 14:48:27.4,8.045 V DC,Unstable,12/3/2025 14:48:28.5
1391,8.275 V DC,12/3/2025 14:48:28.5,0:00:05.1,12/3/2025 14:48:33.2,8.320 V DC,8.291 V DC,12/3/2025 14:48:33.3,8.189 V DC,Stable,12/3/2025 14:48:33.7
1392,8.112 V DC,12/3/2025 14:48:33.7,0:00:01.4,12/3/2025 14:48:34.5,8.319 V DC,8.238 V DC,12/3/2025 14:48:34.9,8.094 V DC,Unstable,12/3/2025 14:48:35.1
1393,8.279 V DC,12/3/2025 14:48:35.1,0:00:02.5,12/3/2025 14:48:36.4,8.322 V DC,8.294 V DC,12/3/2025 14:48:36.5,8.229 V DC,Stable,12/3/2025 14:48:37.6
1394,8.203 V DC,12/3/2025 14:48:37.6,0:00:01.8,12/3/2025 14:48:37.9,8.317 V DC,8.280 V DC,12/3/2025 14:48:38.0,8.179 V DC,Stable,12/3/2025 14:48:39.4
1395,8.145 V DC,12/3/2025 14:48:39.4,0:00:01.0,12/3/2025 14:48:40.0,8.322 V DC,8.278 V DC,12/3/2025 14:48:39.4,8.145 V DC,Unstable,12/3/2025 14:48:40.4
1396,8.207 V DC,12/3/2025 14:48:40.4,0:00:03.0,12/3/2025 14:48:41.2,8.322 V DC,8.275 V DC,12/3/2025 14:48:42.9,8.170 V DC,Stable,12/3/2025 14:48:43.4
1397,8.105 V DC,12/3/2025 14:48:43.4,0:00:00.1,12/3/2025 14:48:43.4,8.105 V DC,8.105 V DC,12/3/2025 14:48:43.4,8.105 V DC,Unstable,12/3/2025 14:48:43.5
1398,8.283 V DC,12/3/2025 14:48:43.5,0:00:02.1,12/3/2025 14:48:45.0,8.321 V DC,8.292 V DC,12/3/2025 14:48:45.3,8.218 V DC,Interval,12/3/2025 14:48:45.6
1399,8.238 V DC,12/3/2025 14:48:45.6,0:00:02.4,12/3/2025 14:48:45.8,8.318 V DC,8.254 V DC,12/3/2025 14:48:47.8,8.065 V DC,Unstable,12/3/2025 14:48:48.0
1400,8.272 V DC,12/3/2025 14:48:48.0,0:00:02.7,12/3/2025 14:48:50.4,8.320 V DC,8.294 V DC,12/3/2025 14:48:49.1,8.206 V DC,Stable,12/3/2025 14:48:50.8
1401,8.129 V DC,12/3/2025 14:48:50.8,0:00:00.8,12/3/2025 14:48:51.4,8.296 V DC,8.206 V DC,12/3/2025 14:48:51.0,8.075 V DC,Unstable,12/3/2025 14:48:51.6
1402,8.273 V DC,12/3/2025 14:48:51.6,0:00:01.6,12/3/2025 14:48:53.1,8.319 V DC,8.296 V DC,12/3/2025 14:48:52.8,8.226 V DC,Stable,12/3/2025 14:48:53.2
1403,8.146 V DC,12/3/2025 14:48:53.2,0:00:03.5,12/3/2025 14:48:53.5,8.315 V DC,8.231 V DC,12/3/2025 14:48:54.0,7.941 V DC,Unstable,12/3/2025 14:48:56.7
1404,8.269 V DC,12/3/2025 14:48:56.7,0:00:01.1,12/3/2025 14:48:57.7,8.313 V DC,8.279 V DC,12/3/2025 14:48:56.8,8.193 V DC,Stable,12/3/2025 14:48:57.8
1405,8.316 V DC,12/3/2025 14:48:57.8,0:00:04.1,12/3/2025 14:48:57.9,8.318 V DC,8.248 V DC,12/3/2025 14:48:58.5,7.872 V DC,Unstable,12/3/2025 14:49:01.9
1406,8.276 V DC,12/3/2025 14:49:01.9,0:00:01.0,12/3/2025 14:49:02.6,8.314 V DC,8.285 V DC,12/3/2025 14:49:02.0,8.231 V DC,Stable,12/3/2025 14:49:02.9
1407,8.168 V DC,12/3/2025 14:49:02.9,0:00:02.5,12/3/2025 14:49:05.0,8.315 V DC,8.270 V DC,12/3/2025 14:49:02.9,8.168 V DC,Unstable,12/3/2025 14:49:05.4
1408,8.127 V DC,12/3/2025 14:49:05.4,0:00:00.1,12/3/2025 14:49:05.4,8.127 V DC,8.127 V DC,12/3/2025 14:49:05.4,8.127 V DC,Interval,12/3/2025 14:49:05.5
1409,8.287 V DC,12/3/2025 14:49:05.5,0:00:06.0,12/3/2025 14:49:06.5,8.319 V DC,8.267 V DC,12/3/2025 14:49:09.0,7.945 V DC,Unstable,12/3/2025 14:49:11.6
1410,8.292 V DC,12/3/2025 14:49:11.6,0:00:02.3,12/3/2025 14:49:13.4,8.318 V DC,8.295 V DC,12/3/2025 14:49:12.4,8.239 V DC,Stable,12/3/2025 14:49:13.9
1411,8.149 V DC,12/3/2025 14:49:13.9,0:00:01.7,12/3/2025 14:49:15.3,8.309 V DC,8.242 V DC,12/3/2025 14:49:14.4,8.090 V DC,Unstable,12/3/2025 14:49:15.6
1412,8.202 V DC,12/3/2025 14:49:15.6,0:00:01.2,12/3/2025 14:49:16.5,8.313 V DC,8.269 V DC,12/3/2025 14:49:15.9,8.161 V DC,Stable,12/3/2025 14:49:16.8
1413,8.314 V DC,12/3/2025 14:49:16.8,0:00:00.4,12/3/2025 14:49:16.8,8.314 V DC,8.266 V DC,12/3/2025 14:49:16.9,8.223 V DC,Unstable,12/3/2025 14:49:17.2
